Location,Year,Fuel_Type,Transmission,Owner_Type,Consumation,Engine,Seats,Price,Brand,Model
Jaipur,2016,Petrol,Manual,First,25.17,799,5,2.55,Renault,KWID RXL
Jaipur,2012,Petrol,Manual,Second,15.64,1193,5,2.3,Tata,Indigo CS eGLX BS IV
Hyderabad,2014,Diesel,Manual,First,20.0,1399,5,5.65,Ford,Figo Diesel Titanium
Kochi,2015,Diesel,Automatic,First,15.15,2967,5,48.22,Porsche,Cayenne 2009-2014 Diesel
Jaipur,2016,Petrol,Manual,First,24.07,998,5,3.0,Maruti,Alto K10 VXI
Ahmedabad,2015,Diesel,Manual,First,20.34,1498,5,7.5,Volkswagen,Vento 1.5 TDI Highline
Bangalore,2005,Diesel,Manual,First,10.5,2179,8,2.6,Mahindra,Scorpio 2.6 SLX CRDe
Mumbai,2018,Diesel,Automatic,First,18.56,1995,5,61.25,BMW,X3 xDrive 20d Luxury Line
Chennai,2009,Petrol,Manual,Second,17.0,1497,5,3.5,Honda,City 1.5 V MT
Kochi,2016,Petrol,Automatic,First,17.44,1998,4,28.95,Mini,Cooper 3 DOOR S
Pune,2015,Diesel,Automatic,First,13.5,2477,6,15.0,Mitsubishi,Pajero Sport 4X4 AT
Jaipur,2012,Diesel,Manual,First,19.3,1248,5,4.25,Maruti,Swift Dzire VDi
Hyderabad,2006,Petrol,Automatic,First,8.6,5998,4,59.0,Bentley,Continental Flying Spur
Pune,2013,Diesel,Manual,First,20.77,1248,7,6.6,Maruti,Ertiga VDI
Hyderabad,2007,Diesel,Manual,Second,12.8,2494,7,5.2,Toyota,Innova 2.5 G4 Diesel 7-seater
Chennai,2010,Petrol,Manual,First,11.7,1796,5,10.0,Mercedes-Benz,New C-Class C 200 Kompressor Elegance MT
Bangalore,2016,Diesel,Automatic,First,14.84,2143,5,35.0,Mercedes-Benz,New C-Class C 220 CDI BE Avantgare
Mumbai,2017,Diesel,Manual,First,22.7,1498,5,8.75,Ford,Ecosport 1.5 DV5 MT Titanium Optional
Coimbatore,2015,Petrol,Manual,First,17.71,1197,5,4.57,Toyota,Etios Liva 1.2 G
Delhi,2012,Petrol,Manual,First,20.36,1197,5,2.5,Hyundai,i10 Magna 1.2
Chennai,2005,Petrol,Manual,First,0.0,999,5,1.75,Hyundai,Santro LP - Euro II
Kochi,2014,Diesel,Automatic,First,12.39,2179,5,20.11,Land,Rover Freelander 2 SE
Hyderabad,2011,Diesel,Manual,First,12.8,2494,8,7.8,Toyota,Innova 2.5 V Diesel 8-seater
Coimbatore,2011,Petrol,Manual,First,18.5,1197,5,3.61,Hyundai,i20 1.2 Magna
Pune,2007,Petrol,Manual,Second,17.0,1086,5,1.11,Hyundai,Santro Xing XO eRLX Euro II
Mumbai,2015,Petrol,Automatic,First,19.15,1198,5,4.6,Nissan,Micra XV CVT
Ahmedabad,2015,Diesel,Automatic,First,15.87,2993,5,85.0,BMW,X6 xDrive 40d M Sport
Kolkata,2015,Petrol,Automatic,First,16.8,1497,5,5.25,Honda,City 1.5 V AT
Delhi,2013,Diesel,Manual,Second,25.8,1498,5,3.3,Honda,Amaze E i-Dtech
Bangalore,2013,Diesel,Manual,Second,11.5,2982,7,17.75,Toyota,Fortuner 3.0 Diesel
Delhi,2016,Diesel,Automatic,First,12.97,2179,5,35.0,Land,Rover Discovery Sport SD4 HSE Luxury
Coimbatore,2016,Diesel,Manual,First,19.67,1582,5,13.39,Hyundai,Creta 1.6 CRDi SX
Chennai,2012,Diesel,Manual,First,25.44,936,5,2.5,Chevrolet,Beat Diesel LT
Kochi,2017,Diesel,Automatic,First,11.36,2755,7,18.36,Toyota,Innova Crysta 2.8 GX AT
Jaipur,2015,Diesel,Manual,First,23.4,1248,5,5.95,Maruti,Swift Dzire VDI
Mumbai,2015,Diesel,Manual,Second,19.67,1582,5,11.0,Hyundai,Creta 1.6 CRDi SX Option
Delhi,2014,Diesel,Automatic,Second,12.65,2993,5,64.75,Land,Rover Range Rover Sport SE
Hyderabad,2017,Diesel,Manual,First,25.8,1498,5,6.3,Honda,Amaze VX i-DTEC
Kochi,2017,Petrol,Manual,First,15.29,1591,5,11.94,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol
Mumbai,2014,Petrol,Automatic,First,18.19,1197,5,5.95,Volkswagen,Vento Sport 1.2 TSI AT
Ahmedabad,2017,Diesel,Manual,First,26.0,1498,5,11.0,Honda,City i DTec VX
Coimbatore,2017,Petrol,Manual,First,15.29,1591,5,12.53,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol
Bangalore,2012,Diesel,Manual,Second,20.0,1399,5,3.75,Ford,Figo Diesel Titanium
Pune,2014,Diesel,Automatic,First,14.69,2993,5,27.0,BMW,5 Series 2013-2017 530d M Sport
Pune,2012,Diesel,Manual,First,10.5,2835,6,9.95,Mitsubishi,Pajero 2.8 SFX 7Str
Jaipur,2013,Diesel,Manual,First,19.87,1461,5,4.2,Renault,Duster 85PS Diesel RxL Option
Delhi,2010,Petrol,Manual,Second,21.1,1197,5,2.0,Maruti,Ritz VXI
Kolkata,2013,Petrol,Manual,First,18.9,1197,5,3.25,Hyundai,Grand i10 Sportz
Bangalore,2017,Diesel,Automatic,First,17.9,2143,5,34.0,Mercedes-Benz,GLA Class 200 CDI SPORT
Coimbatore,2016,Diesel,Automatic,First,22.48,1995,5,30.37,BMW,5 Series 520d Luxury Line
Kochi,2018,Petrol,Automatic,First,13.0,1591,5,12.6,Hyundai,Creta 1.6 SX Plus Petrol Automatic
Kochi,2019,Petrol,Manual,First,25.17,799,5,5.09,Renault,KWID RXT Optional
Bangalore,2014,Diesel,Automatic,First,14.94,2967,5,24.5,Audi,A4 3.0 TDI Quattro
Kochi,2018,Diesel,Manual,Second,28.09,1248,5,7.97,Maruti,Ciaz VDI SHVS
Delhi,2011,Petrol,Manual,First,16.0,1198,5,2.9,Honda,Jazz S
Kochi,2016,Diesel,Automatic,First,22.69,1995,5,21.33,BMW,3 Series 320d Luxury Line
Bangalore,2012,Diesel,Automatic,Second,19.08,1582,5,6.5,Hyundai,Verna SX CRDi AT
Coimbatore,2016,Diesel,Manual,First,21.38,1396,5,12.15,Hyundai,Creta 1.4 CRDi S Plus
Kolkata,2014,Petrol,Manual,First,15.04,1598,5,4.25,Volkswagen,Vento 2013-2015 1.6 Comfortline
Coimbatore,2017,Diesel,Automatic,First,21.76,1995,5,35.84,BMW,3 Series Luxury Line
Chennai,2004,Petrol,Automatic,Third,14.4,1997,5,3.0,Honda,CR-V Petrol 2WD
Chennai,2012,Diesel,Manual,First,19.72,1461,5,6.75,Renault,Duster 110PS Diesel RxZ AWD
Bangalore,2014,Petrol,Manual,Second,18.6,1197,5,5.65,Hyundai,i20 Asta 1.2
Pune,2013,Diesel,Automatic,Second,16.96,1968,5,7.5,Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT
Kochi,2018,Diesel,Manual,First,19.67,1582,5,13.34,Hyundai,Creta 1.6 SX Plus Diesel
Hyderabad,2016,Diesel,Manual,First,28.09,1248,5,7.9,Maruti,Ciaz VDI SHVS
Coimbatore,2015,Diesel,Manual,First,22.54,1396,5,6.98,Hyundai,i20 Asta 1.4 CRDi
Mumbai,2014,Petrol,Manual,First,17.01,1591,5,5.75,Hyundai,Verna 1.6 SX VTVT
Kolkata,2012,Diesel,Manual,First,22.07,1199,5,2.65,Volkswagen,Polo Diesel Trendline 1.2L
Kolkata,2011,Diesel,Manual,First,22.07,1199,5,2.49,Volkswagen,Polo Diesel Trendline 1.2L
Pune,2007,Petrol,Manual,Second,15.0,1586,5,1.5,Maruti,SX4 Vxi BSIII
Kochi,2016,Diesel,Manual,First,24.5,1498,7,6.5,Honda,Mobilio RS Option i DTEC
Hyderabad,2013,Diesel,Manual,First,19.64,1461,5,8.0,Renault,Duster 110PS Diesel RxZ Plus
Coimbatore,2019,Diesel,Automatic,First,12.9,2755,7,30.85,Toyota,Fortuner 2.8 2WD AT
Kochi,2014,Diesel,Automatic,First,14.7,1984,5,17.15,Volvo,XC60 D4 SUMMUM
Hyderabad,2014,Petrol,Automatic,First,23.1,998,5,4.55,Maruti,Celerio VXI AT
Hyderabad,2015,Diesel,Manual,Second,26.21,1248,5,7.4,Maruti,Ciaz ZDi Plus
Kochi,2013,Diesel,Automatic,First,12.8,1968,5,25.64,Audi,Q5 2008-2012 2.0 TDI
Kolkata,2013,Diesel,Automatic,Second,17.05,1995,5,13.5,BMW,X1 sDrive 20d Sportline
Bangalore,2013,Petrol,Manual,First,15.6,1196,5,3.55,Ford,Figo Petrol ZXI
Ahmedabad,2018,Diesel,Manual,First,22.7,1582,5,15.0,Hyundai,Elantra CRDi SX
Pune,2007,Petrol,Manual,Second,13.9,1599,5,1.95,Hyundai,Verna 1.6 i ABS
Pune,2006,Petrol,Manual,Second,13.5,1799,5,2.3,Honda,Civic 2006-2010 1.8 S MT
Chennai,2013,Diesel,Manual,Second,12.55,2982,7,15.0,Toyota,Fortuner 4x4 MT
Chennai,2012,Petrol,Manual,First,20.36,1197,5,3.15,Hyundai,i10 Sportz
Hyderabad,2012,Diesel,Manual,First,21.64,1461,5,5.0,Nissan,Sunny 2011-2014 Diesel XL
Jaipur,2013,Diesel,Automatic,Second,18.12,1995,5,24.75,BMW,5 Series 2013-2017 520d Luxury Line
Pune,2008,Diesel,Manual,Second,16.52,1991,5,2.6,Chevrolet,Optra Magnum 2.0 LT
Ahmedabad,2011,Petrol,Manual,First,20.36,1197,5,3.75,Hyundai,i10 Asta
Ahmedabad,2009,Diesel,Manual,Second,17.5,1896,5,4.85,Skoda,Laura Ambiente
Jaipur,2013,Diesel,Automatic,First,10.0,2148,5,27.0,Mercedes-Benz,E-Class 2009-2013 E 220 CDI Avantgarde
Kolkata,2014,Diesel,Manual,First,25.8,1498,5,3.0,Honda,Amaze SX i-DTEC
Delhi,2017,Diesel,Automatic,First,20.68,1995,5,28.75,BMW,X1 xDrive 20d xLine
Hyderabad,2016,Diesel,Manual,First,12.99,2494,8,14.49,Toyota,Innova 2.5 G (Diesel) 8 Seater
Delhi,2013,Diesel,Automatic,First,7.5,4806,4,72.0,Porsche,Panamera 2010 2013 Diesel
Chennai,2012,Diesel,Manual,Second,22.71,1461,5,4.0,Nissan,Sunny XV D
Delhi,2015,Diesel,Manual,Second,26.59,1248,5,4.5,Maruti,Swift Dzire LDI
Mumbai,2019,Petrol,Automatic,First,21.5,1197,5,6.25,Maruti,Wagon R ZXI AMT 1.2
Pune,2015,Diesel,Automatic,Second,16.96,1968,5,11.5,Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT
Pune,2009,Petrol,Manual,Third,9.8,2354,5,3.1,Honda,Accord 2.4 Inspire M/T
Mumbai,2018,Petrol,Manual,First,17.8,1497,5,10.11,Honda,City i VTEC V
Coimbatore,2019,Petrol,Manual,First,17.01,1591,5,11.54,Hyundai,Verna 1.6 SX VTVT
Delhi,2006,Petrol,Manual,Second,18.9,998,5,1.0,Maruti,Wagon R LX BSII
Kolkata,2013,Diesel,Manual,Second,23.4,1248,5,2.5,Maruti,Swift Dzire Tour LDI
Kochi,2011,Petrol,Automatic,First,9.74,1984,5,18.0,Audi,Q5 2008-2012 2.0 TFSI Quattro
Coimbatore,2018,Diesel,Manual,First,23.59,1364,5,6.85,Toyota,Etios Cross 1.4 GD
Kochi,2012,Petrol,Manual,First,19.81,1086,5,2.97,Hyundai,i10 Era 1.1 iTech SE
Pune,2013,Petrol,Manual,First,17.01,1591,5,4.75,Hyundai,Verna 1.6 VTVT
Coimbatore,2018,Diesel,Manual,First,20.14,1498,5,7.38,Volkswagen,Polo 1.5 TDI Highline
Delhi,2017,Diesel,Automatic,First,22.48,1995,5,42.75,BMW,5 Series 520d Sport Line
Bangalore,2010,Diesel,Manual,Second,23.0,1396,5,3.65,Hyundai,i20 1.4 Asta Optional With Sunroof
Kochi,2017,Petrol,Automatic,First,18.9,1197,5,5.99,Hyundai,Grand i10 Asta Option AT
Pune,2012,Diesel,Automatic,First,11.5,2982,7,13.5,Toyota,Fortuner 4x2 4 Speed AT
Chennai,2016,Petrol,Automatic,First,21.4,1197,5,7.0,Maruti,Baleno Zeta Automatic
Hyderabad,2016,Petrol,Automatic,First,13.0,1591,5,10.95,Hyundai,Creta 1.6 SX Plus Petrol Automatic
Pune,2013,Petrol,Manual,Third,20.36,1197,5,2.95,Hyundai,i10 Sportz
Ahmedabad,2017,Diesel,Manual,First,24.7,1047,5,5.5,Tata,Tigor XE Diesel
Kochi,2017,Petrol,Automatic,First,14.67,1798,5,17.08,Skoda,Superb Style 1.8 TSI AT
Hyderabad,2015,Diesel,Manual,First,26.59,1248,5,6.85,Maruti,Swift Dzire VDI
Jaipur,2014,Petrol,Automatic,First,13.1,1997,5,10.5,Honda,CR-V 2.0 AT
Hyderabad,2010,Diesel,Manual,First,12.8,2494,8,8.75,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV
Kolkata,2010,Petrol,Manual,First,17.0,1497,5,2.7,Honda,City 1.5 V MT
Mumbai,2012,Petrol,Automatic,First,17.0,1591,5,4.25,Hyundai,Verna VTVT 1.6 AT SX Plus
Pune,2018,Diesel,Manual,First,23.59,1364,5,7.9,Toyota,Etios 1.4 VXD
Delhi,2011,Petrol,Automatic,Second,13.7,1798,5,4.5,Skoda,Superb Elegance 1.8 TSI AT
Kolkata,2012,Diesel,Manual,First,21.64,1461,5,4.0,Nissan,Sunny 2011-2014 Diesel XV
Delhi,2012,Petrol,Manual,First,17.0,1497,5,4.75,Honda,City 1.5 V MT Exclusive
Kolkata,2018,Diesel,Manual,First,22.54,1396,5,7.65,Hyundai,Elite i20 Diesel Asta Option
Kochi,2013,Petrol,Manual,Second,17.4,1599,5,3.47,Chevrolet,Optra 1.6 LT Royale
Kochi,2016,Petrol,Manual,First,18.0,1198,5,5.64,Honda,Amaze S i-Vtech
Kolkata,2013,Petrol,Manual,First,16.47,1198,5,2.95,Volkswagen,Polo Petrol Comfortline 1.2L
Jaipur,2016,Diesel,Manual,First,22.9,1248,5,5.65,Maruti,Swift VDI
Kochi,2012,Diesel,Automatic,First,11.4,2953,7,8.41,Ford,Endeavour 3.0L 4X4 AT
Pune,2006,Petrol,Manual,Third,15.4,1590,5,0.85,Maruti,Baleno LXI
Pune,2003,Petrol,Manual,Second,18.9,998,5,0.8,Maruti,Wagon R LX
Coimbatore,2014,Diesel,Manual,First,20.14,1498,5,5.65,Volkswagen,Polo 1.5 TDI Highline
Kolkata,2013,Petrol,Manual,First,17.1,1591,5,4.5,Hyundai,Verna 1.6 SX VTVT (O)
Ahmedabad,2015,Diesel,Manual,First,28.09,1248,5,6.9,Maruti,Ciaz ZDi Plus SHVS
Mumbai,2001,Diesel,Manual,Fourth & Above,0.0,2446,8,2.2,Toyota,Qualis Fleet A3
Jaipur,2013,Diesel,Manual,First,21.64,1461,5,4.0,Nissan,Sunny 2011-2014 Diesel XL
Mumbai,2015,Petrol,Manual,First,15.0,1598,5,5.6,Skoda,Rapid 1.6 MPI Ambition With Alloy Wheel
Delhi,2016,Petrol,Manual,First,15.1,1196,7,2.2,Maruti,Eeco 7 Seater Standard
Bangalore,2013,Petrol,Manual,First,15.0,1598,5,4.0,Skoda,Rapid Ultima 1.6 MPI Ambition Plus
Jaipur,2014,Diesel,Manual,Second,12.55,2982,7,16.0,Toyota,Fortuner 4x4 MT
Mumbai,2016,Diesel,Manual,First,19.67,1582,5,12.6,Hyundai,Creta 1.6 CRDi SX
Kochi,2014,Petrol,Manual,First,18.5,1197,5,4.79,Hyundai,i20 Magna Optional 1.2
Mumbai,2015,CNG,Manual,First,26.6,998,5,3.65,Maruti,Wagon R LXI CNG
Kochi,2016,Diesel,Manual,First,26.0,1498,5,6.83,Honda,City i DTEC V
Jaipur,2002,Petrol,Manual,First,16.1,796,4,0.51,Maruti,800 Std
Pune,2006,Petrol,Manual,Second,13.8,1299,5,0.69,Ford,Ikon 1.3 Flair
Delhi,2015,Petrol,Manual,First,20.85,1197,5,4.65,Maruti,Swift Dzire LXI
Kolkata,2014,Petrol,Manual,First,16.8,1497,5,6.49,Honda,City 1.5 V MT Sunroof
Chennai,2009,Diesel,Manual,First,16.8,1493,5,2.9,Hyundai,Verna CRDi
Delhi,2016,Petrol,Manual,First,17.01,1591,5,7.4,Hyundai,Verna 1.6 SX VTVT
Bangalore,2016,Petrol,Manual,Second,25.17,799,5,3.25,Renault,KWID RXT
Ahmedabad,2008,Petrol,Manual,Second,18.9,998,5,1.95,Maruti,Wagon R LXI
Jaipur,2015,Petrol,Manual,Second,18.9,1197,5,4.0,Hyundai,Grand i10 Sportz
Delhi,2017,Petrol,Manual,First,18.6,1197,5,6.85,Hyundai,i20 1.2 Asta
Coimbatore,2015,Petrol,Manual,First,18.0,1198,5,5.45,Honda,Amaze S i-Vtech
Hyderabad,2007,Diesel,Manual,First,17.8,1399,5,1.99,Ford,Fiesta 1.4 Duratorq ZXI
Hyderabad,2014,Diesel,Automatic,First,19.08,1582,5,8.99,Hyundai,Verna SX CRDi AT
Kolkata,2014,Diesel,Manual,First,23.59,1364,5,6.5,Toyota,Etios VD SP
Coimbatore,2018,Petrol,Automatic,First,19.0,1199,5,9.27,Honda,Jazz 1.2 V CVT i VTEC
Ahmedabad,2015,Diesel,Manual,First,23.9,1582,5,6.99,Hyundai,Verna 1.6 CRDi SX
Coimbatore,2019,Diesel,Automatic,First,17.9,2143,5,36.76,Mercedes-Benz,CLA 200 D Sport Edition
Kochi,2017,Petrol,Automatic,First,14.7,1798,5,17.08,Skoda,Octavia Elegance 1.8 TSI AT
Kolkata,2013,Diesel,Manual,First,25.44,936,5,2.8,Chevrolet,Beat Diesel LS
Kolkata,2011,Diesel,Manual,First,22.07,1199,5,2.49,Volkswagen,Polo Diesel Trendline 1.2L
Jaipur,2016,Diesel,Manual,First,23.65,1248,5,8.85,Maruti,SX4 S Cross DDiS 200 Zeta
Ahmedabad,2011,Petrol,Manual,First,16.8,1497,5,4.15,Honda,City V MT
Hyderabad,2017,Diesel,Manual,First,20.64,1498,5,10.0,Volkswagen,Vento 1.5 TDI Highline
Delhi,2017,Petrol,Manual,First,18.9,1197,5,4.75,Hyundai,Grand i10 1.2 Kappa Magna
Jaipur,2017,Petrol,Automatic,First,24.04,999,5,3.2,Renault,KWID AMT RXL
Kochi,2017,Petrol,Manual,First,22.74,796,5,3.28,Maruti,Alto 800 LXI
Bangalore,2013,Petrol,Manual,First,15.8,1499,5,7.5,Ford,Ecosport 1.5 Ti VCT MT Titanium
Coimbatore,2018,Petrol,Manual,First,21.4,1197,5,7.39,Maruti,Baleno Zeta
Pune,2013,Diesel,Manual,First,23.2,1248,5,3.65,Maruti,Ritz VDi
Chennai,2007,Diesel,Automatic,First,11.0,2987,5,11.0,Mercedes-Benz,E-Class 280 CDI
Kolkata,2012,Diesel,Manual,First,23.2,1248,5,3.0,Maruti,Ritz VDi
Chennai,2012,Diesel,Manual,Second,25.44,936,5,2.25,Chevrolet,Beat Diesel LT
Kochi,2010,Petrol,Manual,First,15.5,1586,5,2.83,Maruti,SX4 Vxi BSIV
Coimbatore,2019,Petrol,Manual,First,14.0,796,5,4.11,Maruti,Omni 5 Seater BSIV
Kolkata,2014,Diesel,Manual,First,13.5,2477,7,14.7,Mitsubishi,Pajero Sport Anniversary Edition
Pune,2013,Petrol,Automatic,First,13.0,2987,5,25.0,Mercedes-Benz,S Class 2005 2013 S 300 L
Bangalore,2015,Diesel,Manual,First,25.44,936,5,2.35,Chevrolet,Beat Diesel LS
Coimbatore,2017,Diesel,Manual,Second,25.83,1498,5,6.41,Ford,Figo 2015-2019 1.5D Titanium MT
Ahmedabad,2012,Petrol,Manual,First,17.4,1497,5,5.75,Honda,City i-VTEC VX
Chennai,2016,Diesel,Automatic,Second,17.9,2143,5,17.55,Mercedes-Benz,GLA Class 200 CDI SPORT
Jaipur,2015,Diesel,Manual,First,21.38,1396,5,10.25,Hyundai,Creta 1.4 CRDi S Plus
Kochi,2012,Diesel,Manual,First,17.8,1399,5,3.16,Ford,Fiesta Classic 1.4 Duratorq CLXI
Bangalore,2014,Diesel,Automatic,Second,16.55,1968,5,22.5,Audi,A4 2.0 TDI
Kochi,2015,Petrol,Manual,First,19.81,1086,5,3.55,Hyundai,i10 Magna 1.1
Kochi,2010,Petrol,Automatic,First,12.05,1995,5,9.86,BMW,3 Series 320i Sedan
Chennai,2013,Diesel,Automatic,First,16.46,2993,5,45.0,BMW,7 Series 730Ld
Kochi,2017,Petrol,Manual,First,17.01,1591,5,7.99,Hyundai,Verna 1.6 SX VTVT
Jaipur,2017,Diesel,Automatic,First,22.0,1498,5,6.5,Volkswagen,Ameo 1.5 TDI Comfortline AT
Kolkata,2007,Petrol,Manual,First,14.49,1399,5,0.75,Chevrolet,Aveo 1.4 LS
Coimbatore,2018,Diesel,Manual,Second,18.3,1991,5,9.87,Chevrolet,Cruze LTZ
Kochi,2018,Diesel,Manual,Second,22.54,1396,5,6.36,Hyundai,i20 1.4 Sportz
Mumbai,2017,Petrol,Automatic,First,16.0,1497,7,9.5,Honda,BRV i-VTEC V CVT
Kochi,2017,Petrol,Manual,First,19.1,1197,5,6.05,Hyundai,Xcent 1.2 Kappa SX
Mumbai,2013,CNG,Manual,First,30.46,796,5,2.15,Maruti,Alto 800 CNG LXI
Hyderabad,2015,Diesel,Manual,First,24.0,1120,5,5.5,Hyundai,Grand i10 CRDi Sportz
Kolkata,2007,Petrol,Manual,Second,19.7,796,5,1.25,Maruti,Alto LXi
Coimbatore,2015,Diesel,Manual,First,12.99,2494,7,11.99,Toyota,Innova 2.5 VX (Diesel) 7 Seater
Mumbai,2010,Petrol,Automatic,Second,16.95,1197,5,2.5,Hyundai,i10 Sportz 1.2 AT
Kochi,2019,Petrol,Automatic,First,18.0,1497,5,11.66,Honda,City i-VTEC CVT V
Jaipur,1998,Petrol,Manual,Third,17.3,993,5,0.53,Maruti,Zen LX
Kolkata,2015,Petrol,Manual,First,20.51,998,5,3.1,Maruti,Wagon R LXI BS IV
Hyderabad,2012,Diesel,Manual,Second,20.0,1399,5,2.6,Ford,Figo Diesel Titanium
Kochi,2015,Petrol,Manual,First,18.0,1198,5,5.09,Honda,Amaze S i-Vtech
Hyderabad,2008,Petrol,Manual,First,13.2,1495,5,2.3,Hyundai,Accent GLE
Pune,2012,Diesel,Manual,First,22.32,1582,5,6.0,Hyundai,Verna 1.6 SX CRDi (O)
Ahmedabad,2013,Diesel,Manual,First,25.2,1248,5,4.4,Maruti,Swift ZDi
Delhi,2013,Petrol,Automatic,Second,14.8,1595,5,11.0,Mercedes-Benz,B Class B180
Coimbatore,2014,Diesel,Manual,First,17.3,1998,5,5.7,Chevrolet,Cruze LTZ
Chennai,2013,Diesel,Automatic,First,20.0,1968,5,6.95,Skoda,Laura Ambiente 2.0 TDI CR AT
Hyderabad,2014,Diesel,Manual,First,12.05,2179,8,7.9,Mahindra,Scorpio VLX 2WD BSIV
Kochi,2018,Diesel,Automatic,First,20.68,1995,5,29.3,BMW,X1 xDrive 20d xLine
Kolkata,2009,Petrol,Automatic,First,10.93,3498,5,10.24,Mercedes-Benz,E-Class 2009-2013 E350 Petrol
Pune,2010,Petrol,Automatic,Second,13.7,1798,5,5.35,Skoda,Superb Elegance 1.8 TSI AT
Mumbai,2014,Petrol,Automatic,Second,16.5,1198,5,3.49,Honda,Brio VX AT
Hyderabad,2009,Petrol,Manual,First,20.36,1197,5,2.85,Hyundai,i10 Magna 1.2
Mumbai,2014,Petrol,Manual,First,17.4,1497,5,5.35,Honda,City i VTEC SV
Coimbatore,2012,Petrol,Manual,First,15.6,1196,5,3.62,Ford,Figo Petrol ZXI
Hyderabad,2006,Diesel,Manual,First,12.8,2494,7,6.25,Toyota,Innova 2.5 G4 Diesel 7-seater
Kochi,2012,Diesel,Manual,Second,21.0,1461,5,3.19,Mahindra,Verito 1.5 D6 BSIV
Delhi,2018,Petrol,Manual,First,18.15,1198,6,5.5,Mahindra,KUV 100 G80 K8 Dual Tone
Kochi,2019,Petrol,Manual,First,18.6,1197,5,7.67,Hyundai,i20 Sportz Option 1.2
Jaipur,2011,Petrol,Manual,First,12.0,2092,7,5.5,Tata,New Safari EX 4x2
Hyderabad,2014,Diesel,Manual,First,19.3,1248,5,6.6,Maruti,Swift Dzire VDi
Chennai,2017,Diesel,Automatic,Second,15.97,2993,5,55.0,BMW,X5 xDrive 30d M Sport
Pune,2013,Diesel,Automatic,First,17.68,1968,5,21.0,Audi,A6 2011-2015 2.0 TDI Premium Plus
Jaipur,2017,Petrol,Manual,First,21.4,1197,5,4.5,Maruti,Baleno Delta 1.2
Coimbatore,2016,Diesel,Automatic,First,13.01,2199,7,20.67,Hyundai,Santa Fe 4WD AT
Hyderabad,2013,Diesel,Automatic,First,14.39,1998,5,6.5,Chevrolet,Cruze LTZ AT
Coimbatore,2018,Diesel,Automatic,First,15.0,2143,5,37.98,Mercedes-Benz,E-Class 2015-2017 E250 Edition E
Mumbai,2009,Petrol,Manual,First,17.92,1086,5,1.45,Hyundai,Santro Xing GLS
Delhi,2014,CNG,Manual,First,26.6,998,5,2.95,Maruti,Wagon R LXI CNG
Hyderabad,2015,Diesel,Manual,First,28.09,1248,5,7.9,Maruti,Ciaz VDi Plus SHVS
Kochi,2018,Petrol,Manual,First,17.4,1497,5,10.07,Honda,City i-VTEC V
Mumbai,2016,Diesel,Manual,First,20.45,1461,5,6.5,Nissan,Terrano XL Plus ICC WT20 SE
Hyderabad,2015,Diesel,Automatic,First,18.88,1995,5,22.0,BMW,3 Series 320d Prestige
Hyderabad,2016,Diesel,Manual,First,26.0,1498,5,9.75,Honda,City i DTEC V
Jaipur,2014,Diesel,Manual,First,20.45,1461,5,6.0,Nissan,Terrano XL Plus 85 PS
Delhi,2014,Diesel,Manual,First,24.0,1120,5,3.99,Hyundai,Grand i10 CRDi Sportz
Ahmedabad,2008,Petrol,Manual,First,17.0,1086,5,1.75,Hyundai,Santro Xing XL eRLX Euro III
Delhi,2015,Diesel,Automatic,First,12.55,2982,7,19.75,Toyota,Fortuner 4x2 AT
Kolkata,2017,Diesel,Manual,First,13.68,2393,7,16.95,Toyota,Innova Crysta 2.4 VX MT
Chennai,2017,Petrol,Manual,First,21.4,1197,5,6.8,Maruti,Baleno Zeta 1.2
Kolkata,2007,Petrol,Manual,First,17.0,1086,5,0.99,Hyundai,Santro Xing XL eRLX Euro III
Pune,2013,Petrol,Manual,First,19.81,1086,5,2.95,Hyundai,i10 Sportz 1.1L
Coimbatore,2015,Diesel,Automatic,First,12.07,2967,7,42.83,Audi,Q7 3.0 TDI Quattro Premium Plus
Hyderabad,2014,Diesel,Automatic,First,27.03,1969,5,21.5,Volvo,S60 D4 Momentum
Jaipur,2015,Petrol,Manual,First,17.8,1497,5,7.9,Honda,City i VTEC V
Hyderabad,2011,Petrol,Manual,Second,20.92,998,5,2.3,Maruti,Alto K10 2010-2014 VXI
Delhi,2012,Petrol,Manual,First,18.5,1198,5,2.75,Honda,Brio 1.2 S Option MT
Jaipur,2011,Diesel,Manual,First,12.05,2179,8,6.71,Mahindra,Scorpio VLX 2WD AIRBAG BSIV
Kochi,2017,Diesel,Automatic,First,19.6,1461,5,9.6,Renault,Duster 110PS Diesel RxL AMT
Kochi,2017,Diesel,Manual,First,19.67,1582,5,12.81,Hyundai,Creta 1.6 CRDi SX
Coimbatore,2019,Petrol,Manual,First,23.84,1199,5,6.94,Tata,Tiago 1.2 Revotron XZ
Mumbai,2015,Diesel,Manual,First,16.0,2179,7,9.45,Mahindra,XUV500 W6 2WD
Hyderabad,2015,Diesel,Manual,First,20.34,1498,5,6.0,Volkswagen,Vento 1.5 TDI Highline
Delhi,2013,Petrol,Automatic,First,14.8,1595,5,11.0,Mercedes-Benz,B Class B180
