Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Consumation,Engine,Power,Seats,Price,Brand,Model,car_age,km/age
Chennai,2015,16000,Petrol,Manual,First,19.4,1198,86.8,5,4.35,Honda,Brio E MT,11,1454.5454545454545
Kolkata,2013,46992,Diesel,Manual,First,25.8,1498,98.6,5,3.75,Honda,Amaze S i-Dtech,13,3614.769230769231
Pune,2010,170000,Diesel,Automatic,Third,18.48,1995,177.0,5,12.0,BMW,5 Series 2003-2012 520d,16,10625.0
Delhi,2014,58000,Diesel,Automatic,First,12.07,2967,241.4,7,32.0,Audi,Q7 3.0 TDI Quattro Premium Plus,12,4833.333333333333
Jaipur,2015,50000,Diesel,Manual,Second,24.0,1120,70.0,5,4.0,Hyundai,Grand i10 CRDi Magna,11,4545.454545454545
Kolkata,2011,39010,Diesel,Manual,First,23.08,1461,63.1,5,2.6,Nissan,Micra Diesel XV,15,2600.6666666666665
Jaipur,2016,26946,Petrol,Manual,First,18.9,1197,82.0,5,4.45,Hyundai,Grand i10 Sportz,10,2694.6
Pune,2015,28700,Petrol,Manual,First,21.1,814,55.2,5,2.6,Hyundai,EON Era,11,2609.090909090909
Chennai,2011,60000,Petrol,Automatic,First,11.74,1796,186.0,5,16.0,Mercedes-Benz,New C-Class C250 Avantgarde,15,4000.0
Delhi,2014,38999,Diesel,Automatic,First,12.7,2179,187.7,5,32.5,Land,Rover Range Rover 2.2L Pure,12,3249.9166666666665
Mumbai,2016,39000,Diesel,Automatic,First,11.18,2696,184.0,7,13.85,Mahindra,Ssangyong Rexton RX7,10,3900.0
Coimbatore,2018,7784,Petrol,Manual,First,20.73,1373,91.1,5,8.76,Maruti,Ciaz 1.4 Delta,8,973.0
Kochi,2014,45710,Petrol,Automatic,First,11.8,3498,272.0,7,23.68,Mercedes-Benz,R-Class R350 4Matic Long,12,3809.1666666666665
Chennai,2017,42000,Petrol,Automatic,First,22.0,1197,81.8,5,5.5,Maruti,Dzire AMT VXI,9,4666.666666666667
Coimbatore,2013,75995,Diesel,Automatic,Second,11.49,4367,335.3,5,65.81,Land,Rover Range Rover Vogue SE 4.4 SDV8,13,5845.7692307692305
Kolkata,2013,57000,Diesel,Manual,First,19.01,1461,108.45,5,4.99,Renault,Duster 110PS Diesel RxZ,13,4384.615384615385
Chennai,2013,85350,Diesel,Manual,Second,22.32,1582,126.32,5,5.7,Hyundai,Verna 1.6 SX,13,6565.384615384615
Coimbatore,2016,82725,Petrol,Automatic,First,14.28,1798,138.03,5,11.99,Toyota,Corolla Altis 1.8 VL CVT,10,8272.5
Mumbai,2016,19000,Diesel,Automatic,Second,21.76,1995,190.0,5,29.99,BMW,3 Series Sport,10,1900.0
Chennai,2018,13900,Petrol,Manual,First,18.88,1499,110.4,5,9.5,Ford,EcoSport 1.5 Ti VCT MT Signature,8,1737.5
Hyderabad,2014,108000,Diesel,Manual,First,25.2,1248,74.0,5,5.5,Maruti,Swift VDI BSIV,12,9000.0
Bangalore,2016,36000,Diesel,Automatic,First,11.72,2199,194.3,7,23.0,Hyundai,Santa Fe 4x4 AT,10,3600.0
Hyderabad,2013,62188,Diesel,Manual,First,17.2,1396,53.5,5,2.95,Tata,Indica V2 DLS,13,4783.692307692308
Kochi,2015,58397,Diesel,Manual,First,24.0,1120,70.0,5,4.9,Hyundai,Grand i10 CRDi Sportz,11,5308.818181818182
Chennai,2006,85000,Petrol,Manual,Third,0.0,1086,113.27689373297004,5,1.3,Hyundai,Santro Xing XL,20,4250.0
Delhi,2016,30000,Petrol,Automatic,First,22.5,998,67.0,5,4.25,Maruti,Wagon R VXI AMT,10,3000.0
Kochi,2018,29907,Diesel,Manual,First,16.0,2179,140.0,7,16.36,Mahindra,XUV500 W10 2WD,8,3738.375
Kolkata,2009,46000,Diesel,Automatic,First,16.55,1968,147.51,5,9.95,Audi,A4 2.0 TDI,17,2705.8823529411766
Bangalore,2012,65000,Diesel,Manual,First,20.54,1598,103.6,5,5.5,Volkswagen,Vento Diesel Highline,14,4642.857142857143
Delhi,2016,22000,Diesel,Manual,First,24.3,1248,88.5,5,8.25,Maruti,Vitara Brezza ZDi Plus Dual Tone,10,2200.0
Chennai,2002,99024,Petrol,Manual,First,17.3,993,60.0,5,0.95,Maruti,Zen LX,24,4126.0
Kochi,2016,34952,Petrol,Manual,First,19.81,1086,68.05,5,4.01,Hyundai,i10 Era,10,3495.2
Kochi,2019,13913,Petrol,Manual,First,17.5,1199,88.7,5,8.2,Honda,WR-V Edge Edition i-VTEC S,7,1987.5714285714287
Chennai,2014,71000,Diesel,Manual,Second,25.1,1498,98.6,5,6.2,Honda,City i DTEC VX,12,5916.666666666667
Chennai,2012,97000,Diesel,Automatic,First,11.5,2982,169.0,7,16.75,Toyota,Fortuner 4x2 4 Speed AT,14,6928.571428571428
Delhi,2017,21000,Diesel,Automatic,First,16.0,2179,140.0,7,16.5,Mahindra,XUV500 AT W10 FWD,9,2333.3333333333335
Mumbai,2007,116000,Diesel,Manual,Third,10.9,2499,113.27689373297004,7,3.75,Ford,Endeavour XLT TDCi 4X4,19,6105.263157894737
Kolkata,2012,110438,Diesel,Manual,First,20.0,1399,68.05,5,3.5,Ford,Figo Diesel ZXI,14,7888.428571428572
Coimbatore,2017,66507,Petrol,Automatic,Second,19.0,1199,88.7,5,5.43,Honda,Jazz 1.2 V CVT i VTEC,9,7389.666666666667
Coimbatore,2017,54650,Diesel,Automatic,First,10.91,3198,197.0,7,30.35,Ford,Endeavour 3.2 Titanium AT 4X4,9,6072.222222222223
Hyderabad,2014,32000,Petrol,Automatic,First,17.97,1498,99.6,5,7.99,Nissan,Sunny XL CVT,12,2666.6666666666665
Coimbatore,2011,75378,Diesel,Manual,First,18.7,1896,66.0,5,3.59,Skoda,Octavia Ambiente 1.9 TDI MT,15,5025.2
Chennai,2012,82697,Diesel,Manual,First,25.44,936,57.6,5,1.9,Chevrolet,Beat Diesel LT,14,5906.928571428572
Chennai,2009,135000,Petrol,Automatic,First,12.1,2362,164.7,5,4.7,Toyota,Camry W2 (AT),17,7941.176470588235
Chennai,2012,149000,Diesel,Manual,First,19.01,1461,108.45,5,7.25,Renault,Duster 110PS Diesel RxZ,14,10642.857142857143
Kochi,2016,26212,Diesel,Automatic,First,17.9,2143,136.0,5,24.46,Mercedes-Benz,GLA Class 200 d Style,10,2621.2
Pune,2014,23500,Petrol,Manual,Second,17.57,1193,88.7,5,3.9,Tata,Zest Revotron 1.2T XMS,12,1958.3333333333333
Coimbatore,2013,56127,Petrol,Manual,First,18.5,1197,80.0,5,5.15,Hyundai,i20 1.2 Magna,13,4317.461538461538
Mumbai,2015,26000,Petrol,Automatic,First,21.5,1197,81.8,5,3.65,Maruti,Wagon R VXI AMT1.2,11,2363.6363636363635
Kolkata,2016,26000,Diesel,Manual,First,25.4,1186,73.97,5,5.0,Hyundai,Xcent 1.2 CRDi S,10,2600.0
Kolkata,2009,42000,Petrol,Manual,First,17.0,1497,118.0,5,2.3,Honda,City 1.5 S MT,17,2470.5882352941176
Pune,2001,130000,Petrol,Manual,Second,13.2,1495,94.0,5,0.75,Hyundai,Accent GLE,25,5200.0
Kochi,2009,137148,Petrol,Manual,Second,13.9,1599,103.2,5,1.85,Hyundai,Verna Xi (Petrol),17,8067.529411764706
Kolkata,2010,114703,Petrol,Manual,First,15.6,1196,70.0,5,1.8,Ford,Figo Petrol ZXI,16,7168.9375
Kochi,2014,97439,Diesel,Manual,First,25.8,1498,98.6,5,4.41,Honda,Amaze S i-Dtech,12,8119.916666666667
Chennai,2006,40000,Petrol,Manual,First,18.9,998,67.1,5,2.0,Maruti,Wagon R LX BSII,20,2000.0
Hyderabad,2014,81609,Diesel,Manual,First,17.8,1248,113.27689373297004,5,5.55,Maruti,Swift VDI BSIV,12,6800.75
Bangalore,2014,28000,Diesel,Automatic,First,13.0,2987,258.0,5,31.75,Mercedes-Benz,E-Class Facelift,12,2333.3333333333335
Bangalore,2015,37500,Diesel,Automatic,First,17.68,1968,174.33,5,32.0,Audi,A6 2011-2015 35 TDI Technology,11,3409.090909090909
Hyderabad,2010,37000,Diesel,Automatic,First,13.5,2987,282.0,5,21.0,Mercedes-Benz,S Class 2005 2013 S 350 CDI,16,2312.5
Ahmedabad,2010,83000,Diesel,Manual,First,19.3,1248,73.9,5,2.75,Maruti,Swift Dzire LDi,16,5187.5
Coimbatore,2005,79012,Petrol,Manual,First,13.4,1794,125.0,5,2.64,Toyota,Corolla H2,21,3762.4761904761904
Kochi,2018,27395,Diesel,Manual,First,15.4,2179,120.0,7,14.19,Mahindra,Scorpio S10 7 Seater,8,3424.375
Jaipur,2017,35362,Petrol,Manual,First,22.5,998,67.04,5,3.85,Maruti,Wagon R VXI,9,3929.1111111111113
Delhi,2014,117000,Diesel,Manual,First,13.0,2982,168.5,7,15.5,Toyota,Fortuner 4x2 Manual,12,9750.0
Mumbai,2010,23000,Petrol,Manual,First,18.2,1061,64.0,5,1.9,Maruti,Zen Estilo 1.1 LX BSIII,16,1437.5
Kochi,2014,59508,Petrol,Manual,First,25.4,624,37.48,4,1.26,Tata,Nano CX,12,4959.0
Chennai,2009,69000,Petrol,Manual,Second,18.5,1197,80.0,5,2.4,Hyundai,i20 Magna,17,4058.823529411765
Bangalore,2010,58000,Diesel,Automatic,First,22.69,1995,190.0,5,11.5,BMW,3 Series 320d,16,3625.0
Jaipur,2014,88511,Diesel,Manual,First,16.0,2179,140.0,7,8.25,Mahindra,XUV500 W6 2WD,12,7375.916666666667
Pune,2011,66000,Petrol,Manual,First,15.8,1598,105.0,5,2.75,Volkswagen,Vento IPL II Petrol Trendline,15,4400.0
Delhi,2009,65000,Petrol,Manual,Second,17.5,1198,70.0,5,1.4,Skoda,Fabia 1.2 MPI Classic,17,3823.529411764706
Coimbatore,2015,30676,Petrol,Manual,First,25.4,624,37.5,4,2.9,Tata,Nano Twist XT,11,2788.7272727272725
Chennai,2011,76000,Diesel,Manual,First,20.0,1399,68.0,5,2.4,Ford,Figo Diesel EXI,15,5066.666666666667
Pune,2013,23627,Petrol,Automatic,First,14.8,1598,105.0,5,4.75,Volkswagen,Vento IPL II Petrol Highline AT,13,1817.4615384615386
Kochi,2018,52827,Diesel,Automatic,First,12.7,2179,187.7,5,44.76,Land,Rover Range Rover HSE Dynamic,8,6603.375
Kochi,2015,64465,Diesel,Manual,First,26.0,1498,98.6,5,6.22,Honda,City i DTEC SV,11,5860.454545454545
Chennai,2018,14000,Petrol,Automatic,First,22.5,999,67.0,5,4.5,Renault,KWID Climber 1.0 AMT,8,1750.0
Mumbai,2015,26000,Petrol,Manual,First,18.9,1197,82.0,5,4.25,Hyundai,Grand i10 Asta Option,11,2363.6363636363635
Hyderabad,2011,78203,Diesel,Automatic,First,18.1,1991,147.9,4,5.5,Chevrolet,Cruze LTZ AT,15,5213.533333333334
Mumbai,2017,27000,Diesel,Manual,First,22.54,1396,88.73,5,6.95,Hyundai,i20 1.4 Asta,9,3000.0
Coimbatore,2018,31919,Petrol,Automatic,First,24.07,998,67.1,5,4.56,Maruti,Alto K10 VXI AGS,8,3989.875
Coimbatore,2016,47392,Diesel,Manual,First,20.5,1582,126.2,5,13.82,Hyundai,Creta 1.6 SX Option Diesel,10,4739.2
Mumbai,2016,17362,Petrol,Manual,First,18.0,1198,86.7,5,5.65,Honda,Amaze VX i-Vtech,10,1736.2
Kochi,2016,49716,Diesel,Manual,First,21.19,1396,88.73,5,6.2,Hyundai,i20 Active 1.4 SX Dual Tone,10,4971.6
Delhi,2014,48000,Petrol,Manual,First,23.1,998,67.04,5,3.25,Maruti,Celerio VXI,12,4000.0
Kolkata,2009,46000,Diesel,Automatic,First,16.55,1968,147.51,5,8.5,Audi,A4 2.0 TDI,17,2705.8823529411766
Bangalore,2016,79000,Diesel,Manual,First,24.8,1396,88.7,5,7.25,Hyundai,Verna 1.4 CRDi,10,7900.0
Pune,2013,57000,Diesel,Manual,First,21.8,1461,78.0,5,4.61,Renault,Fluence Diesel E4,13,4384.615384615385
Delhi,2016,29754,Petrol,Manual,First,16.2,1199,74.0,5,5.3,Volkswagen,Polo 1.2 MPI Highline,10,2975.4
Ahmedabad,2012,50123,Diesel,Manual,First,17.0,1405,70.0,5,1.9,Tata,Indigo LX,14,3580.214285714286
Kochi,2012,57184,Petrol,Manual,First,20.36,1197,78.9,5,3.09,Hyundai,i10 Sportz,14,4084.5714285714284
Mumbai,2007,75000,Diesel,Automatic,Second,16.46,2993,258.0,5,9.5,BMW,7 Series 730Ld Sedan,19,3947.3684210526317
Mumbai,2015,26000,Diesel,Automatic,First,17.01,1582,126.2,5,12.65,Hyundai,Creta 1.6 CRDi AT SX Plus,11,2363.6363636363635
Delhi,2016,22129,Petrol,Manual,First,18.9,1197,82.0,5,4.25,Hyundai,Grand i10 Magna,10,2212.9
Hyderabad,2011,127887,Diesel,Manual,First,21.1,1248,73.9,5,2.95,Maruti,Ritz VDi,15,8525.8
Hyderabad,2006,92000,Diesel,Manual,First,10.5,2179,120.0,8,3.45,Mahindra,Scorpio 2.6 SLX CRDe,20,4600.0
Hyderabad,2011,60634,Petrol,Manual,First,19.81,1086,68.05,5,3.3,Hyundai,i10 Era,15,4042.266666666667
Hyderabad,2014,90000,Diesel,Manual,First,14.0,2179,138.1,7,8.0,Tata,Safari Storme 2012-2015 VX,12,7500.0
Kolkata,2009,59000,Petrol,Manual,First,13.5,1799,130.0,5,2.71,Honda,Civic 2006-2010 1.8 V MT,17,3470.5882352941176
Hyderabad,2012,59293,Petrol,Manual,First,18.2,998,67.1,5,2.7,Maruti,Zen Estilo LXI BSIII,14,4235.214285714285
Mumbai,2012,80753,Diesel,Manual,Second,23.4,1248,74.0,5,4.5,Maruti,Swift Dzire VDI,14,5768.071428571428
Delhi,2015,40000,Diesel,Manual,Second,13.0,2982,168.5,7,18.75,Toyota,Fortuner 4x2 Manual,11,3636.3636363636365
Pune,2014,103000,Diesel,Manual,Second,28.4,1248,74.0,5,5.25,Maruti,Swift VDI,12,8583.333333333334
Hyderabad,2012,72389,LPG,Manual,First,26.2,998,58.2,5,3.2,Maruti,Wagon R Duo LX BSIII,14,5170.642857142857
Pune,2017,48000,Diesel,Manual,First,28.4,1248,73.75,5,6.0,Maruti,Dzire LDI,9,5333.333333333333
Kolkata,2014,41000,Petrol,Manual,First,18.9,1197,82.0,5,3.14,Hyundai,Grand i10 Asta,12,3416.6666666666665
Jaipur,2016,26000,Petrol,Manual,First,25.17,799,53.3,5,2.55,Renault,KWID RXL,10,2600.0
Jaipur,2012,30000,Petrol,Manual,Second,15.64,1193,64.08,5,2.3,Tata,Indigo CS eGLX BS IV,14,2142.8571428571427
Hyderabad,2014,74624,Diesel,Manual,First,20.0,1399,68.05,5,5.65,Ford,Figo Diesel Titanium,12,6218.666666666667
Kochi,2015,47877,Diesel,Automatic,First,15.15,2967,240.0,5,48.22,Porsche,Cayenne 2009-2014 Diesel,11,4352.454545454545
Jaipur,2016,35000,Petrol,Manual,First,24.07,998,67.1,5,3.0,Maruti,Alto K10 VXI,10,3500.0
Ahmedabad,2015,52123,Diesel,Manual,First,20.34,1498,103.2,5,7.5,Volkswagen,Vento 1.5 TDI Highline,11,4738.454545454545
Bangalore,2005,90000,Diesel,Manual,First,10.5,2179,120.0,8,2.6,Mahindra,Scorpio 2.6 SLX CRDe,21,4285.714285714285
Mumbai,2018,1400,Diesel,Automatic,First,18.56,1995,190.0,5,61.25,BMW,X3 xDrive 20d Luxury Line,8,175.0
Chennai,2009,122000,Petrol,Manual,Second,17.0,1497,118.0,5,3.5,Honda,City 1.5 V MT,17,7176.470588235294
Kochi,2016,21110,Petrol,Automatic,First,17.44,1998,189.08,4,28.95,Mini,Cooper 3 DOOR S,10,2111.0
Pune,2015,78000,Diesel,Automatic,First,13.5,2477,175.56,6,15.0,Mitsubishi,Pajero Sport 4X4 AT,11,7090.909090909091
Jaipur,2012,72000,Diesel,Manual,First,19.3,1248,73.9,5,4.25,Maruti,Swift Dzire VDi,14,5142.857142857143
Hyderabad,2006,48000,Petrol,Automatic,First,8.6,5998,552.0,4,59.0,Bentley,Continental Flying Spur,20,2400.0
Pune,2013,43486,Diesel,Manual,First,20.77,1248,88.76,7,6.6,Maruti,Ertiga VDI,13,3345.076923076923
Hyderabad,2007,199000,Diesel,Manual,Second,12.8,2494,102.0,7,5.2,Toyota,Innova 2.5 G4 Diesel 7-seater,19,10473.684210526315
Chennai,2010,34000,Petrol,Manual,First,11.7,1796,178.0,5,10.0,Mercedes-Benz,New C-Class C 200 Kompressor Elegance MT,16,2125.0
Bangalore,2016,37944,Diesel,Automatic,First,14.84,2143,167.62,5,35.0,Mercedes-Benz,New C-Class C 220 CDI BE Avantgare,10,3794.4
Mumbai,2017,30000,Diesel,Manual,First,22.7,1498,89.84,5,8.75,Ford,Ecosport 1.5 DV5 MT Titanium Optional,9,3333.3333333333335
Coimbatore,2015,64005,Petrol,Manual,First,17.71,1197,78.9,5,4.57,Toyota,Etios Liva 1.2 G,11,5818.636363636364
Delhi,2012,62000,Petrol,Manual,First,20.36,1197,78.9,5,2.5,Hyundai,i10 Magna 1.2,14,4428.571428571428
Chennai,2005,105000,Petrol,Manual,First,0.0,999,113.27689373297004,5,1.75,Hyundai,Santro LP - Euro II,21,5000.0
Kochi,2014,59885,Diesel,Automatic,First,12.39,2179,147.51,5,20.11,Land,Rover Freelander 2 SE,12,4990.416666666667
Hyderabad,2011,144471,Diesel,Manual,First,12.8,2494,102.0,8,7.8,Toyota,Innova 2.5 V Diesel 8-seater,15,9631.4
Coimbatore,2011,63991,Petrol,Manual,First,18.5,1197,80.0,5,3.61,Hyundai,i20 1.2 Magna,15,4266.066666666667
Pune,2007,72000,Petrol,Manual,Second,17.0,1086,113.27689373297004,5,1.11,Hyundai,Santro Xing XO eRLX Euro II,19,3789.4736842105262
Mumbai,2015,34895,Petrol,Automatic,First,19.15,1198,75.94,5,4.6,Nissan,Micra XV CVT,11,3172.2727272727275
Ahmedabad,2015,97003,Diesel,Automatic,First,15.87,2993,308.43,5,85.0,BMW,X6 xDrive 40d M Sport,11,8818.454545454546
Kolkata,2015,45000,Petrol,Automatic,First,16.8,1497,118.0,5,5.25,Honda,City 1.5 V AT,11,4090.909090909091
Delhi,2013,45000,Diesel,Manual,Second,25.8,1498,98.6,5,3.3,Honda,Amaze E i-Dtech,13,3461.5384615384614
Bangalore,2013,100000,Diesel,Manual,Second,11.5,2982,171.0,7,17.75,Toyota,Fortuner 3.0 Diesel,13,7692.307692307692
Delhi,2016,70000,Diesel,Automatic,First,12.97,2179,187.7,5,35.0,Land,Rover Discovery Sport SD4 HSE Luxury,10,7000.0
Coimbatore,2016,37023,Diesel,Manual,First,19.67,1582,126.2,5,13.39,Hyundai,Creta 1.6 CRDi SX,10,3702.3
Chennai,2012,81000,Diesel,Manual,First,25.44,936,56.3,5,2.5,Chevrolet,Beat Diesel LT,14,5785.714285714285
Kochi,2017,20789,Diesel,Automatic,First,11.36,2755,171.5,7,18.36,Toyota,Innova Crysta 2.8 GX AT,9,2309.8888888888887
Jaipur,2015,68310,Diesel,Manual,First,23.4,1248,74.0,5,5.95,Maruti,Swift Dzire VDI,11,6210.0
Mumbai,2015,47250,Diesel,Manual,Second,19.67,1582,126.2,5,11.0,Hyundai,Creta 1.6 CRDi SX Option,11,4295.454545454545
Delhi,2014,47000,Diesel,Automatic,Second,12.65,2993,255.0,5,64.75,Land,Rover Range Rover Sport SE,12,3916.6666666666665
Hyderabad,2017,128000,Diesel,Manual,First,25.8,1498,98.6,5,6.3,Honda,Amaze VX i-DTEC,9,14222.222222222223
Kochi,2017,17702,Petrol,Manual,First,15.29,1591,121.3,5,11.94,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,9,1966.888888888889
Mumbai,2014,34987,Petrol,Automatic,First,18.19,1197,103.5,5,5.95,Volkswagen,Vento Sport 1.2 TSI AT,12,2915.5833333333335
Ahmedabad,2017,37000,Diesel,Manual,First,26.0,1498,98.6,5,11.0,Honda,City i DTec VX,9,4111.111111111111
Coimbatore,2017,38271,Petrol,Manual,First,15.29,1591,121.3,5,12.53,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,9,4252.333333333333
Bangalore,2012,32510,Diesel,Manual,Second,20.0,1399,68.0,5,3.75,Ford,Figo Diesel Titanium,14,2322.1428571428573
Pune,2014,88000,Diesel,Automatic,First,14.69,2993,258.0,5,27.0,BMW,5 Series 2013-2017 530d M Sport,12,7333.333333333333
Pune,2012,116000,Diesel,Manual,First,10.5,2835,107.2,6,9.95,Mitsubishi,Pajero 2.8 SFX 7Str,14,8285.714285714286
Jaipur,2013,156000,Diesel,Manual,First,19.87,1461,83.8,5,4.2,Renault,Duster 85PS Diesel RxL Option,13,12000.0
Delhi,2010,75319,Petrol,Manual,Second,21.1,1197,85.8,5,2.0,Maruti,Ritz VXI,16,4707.4375
Kolkata,2013,28000,Petrol,Manual,First,18.9,1197,82.0,5,3.25,Hyundai,Grand i10 Sportz,13,2153.846153846154
Bangalore,2017,16500,Diesel,Automatic,First,17.9,2143,136.0,5,34.0,Mercedes-Benz,GLA Class 200 CDI SPORT,9,1833.3333333333333
Coimbatore,2016,75637,Diesel,Automatic,First,22.48,1995,190.0,5,30.37,BMW,5 Series 520d Luxury Line,10,7563.7
Kochi,2018,32854,Petrol,Automatic,First,13.0,1591,121.3,5,12.6,Hyundai,Creta 1.6 SX Plus Petrol Automatic,8,4106.75
Kochi,2019,6568,Petrol,Manual,First,25.17,799,53.3,5,5.09,Renault,KWID RXT Optional,7,938.2857142857143
Bangalore,2014,30000,Diesel,Automatic,First,14.94,2967,241.4,5,24.5,Audi,A4 3.0 TDI Quattro,12,2500.0
Kochi,2018,17804,Diesel,Manual,Second,28.09,1248,88.5,5,7.97,Maruti,Ciaz VDI SHVS,8,2225.5
Delhi,2011,69768,Petrol,Manual,First,16.0,1198,90.0,5,2.9,Honda,Jazz S,15,4651.2
Kochi,2016,62404,Diesel,Automatic,First,22.69,1995,190.0,5,21.33,BMW,3 Series 320d Luxury Line,10,6240.4
Bangalore,2012,97000,Diesel,Automatic,Second,19.08,1582,126.32,5,6.5,Hyundai,Verna SX CRDi AT,14,6928.571428571428
Coimbatore,2016,55687,Diesel,Manual,First,21.38,1396,88.7,5,12.15,Hyundai,Creta 1.4 CRDi S Plus,10,5568.7
Kolkata,2014,17000,Petrol,Manual,First,15.04,1598,103.2,5,4.25,Volkswagen,Vento 2013-2015 1.6 Comfortline,12,1416.6666666666667
Coimbatore,2017,34232,Diesel,Automatic,First,21.76,1995,190.0,5,35.84,BMW,3 Series Luxury Line,9,3803.5555555555557
Chennai,2004,135000,Petrol,Automatic,Third,14.4,1997,152.0,5,3.0,Honda,CR-V Petrol 2WD,22,6136.363636363636
Chennai,2012,80000,Diesel,Manual,First,19.72,1461,108.45,5,6.75,Renault,Duster 110PS Diesel RxZ AWD,14,5714.285714285715
Bangalore,2014,31045,Petrol,Manual,Second,18.6,1197,81.83,5,5.65,Hyundai,i20 Asta 1.2,12,2587.0833333333335
Pune,2013,58000,Diesel,Automatic,Second,16.96,1968,138.03,5,7.5,Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT,13,4461.538461538462
Kochi,2018,35480,Diesel,Manual,First,19.67,1582,126.2,5,13.34,Hyundai,Creta 1.6 SX Plus Diesel,8,4435.0
Hyderabad,2016,62287,Diesel,Manual,First,28.09,1248,88.5,5,7.9,Maruti,Ciaz VDI SHVS,10,6228.7
Coimbatore,2015,46162,Diesel,Manual,First,22.54,1396,88.73,5,6.98,Hyundai,i20 Asta 1.4 CRDi,11,4196.545454545455
Mumbai,2014,9200,Petrol,Manual,First,17.01,1591,121.3,5,5.75,Hyundai,Verna 1.6 SX VTVT,12,766.6666666666666
Kolkata,2012,55339,Diesel,Manual,First,22.07,1199,73.9,5,2.65,Volkswagen,Polo Diesel Trendline 1.2L,14,3952.785714285714
Kolkata,2011,55476,Diesel,Manual,First,22.07,1199,73.9,5,2.49,Volkswagen,Polo Diesel Trendline 1.2L,15,3698.4
Pune,2007,68553,Petrol,Manual,Second,15.0,1586,104.68,5,1.5,Maruti,SX4 Vxi BSIII,19,3608.0526315789475
Kochi,2016,67376,Diesel,Manual,First,24.5,1498,98.6,7,6.5,Honda,Mobilio RS Option i DTEC,10,6737.6
Hyderabad,2013,42000,Diesel,Manual,First,19.64,1461,108.45,5,8.0,Renault,Duster 110PS Diesel RxZ Plus,13,3230.769230769231
Coimbatore,2019,28069,Diesel,Automatic,First,12.9,2755,174.5,7,30.85,Toyota,Fortuner 2.8 2WD AT,7,4009.8571428571427
Kochi,2014,93144,Diesel,Automatic,First,14.7,1984,181.0,5,17.15,Volvo,XC60 D4 SUMMUM,12,7762.0
Hyderabad,2014,24300,Petrol,Automatic,First,23.1,998,67.04,5,4.55,Maruti,Celerio VXI AT,12,2025.0
Hyderabad,2015,47883,Diesel,Manual,Second,26.21,1248,88.5,5,7.4,Maruti,Ciaz ZDi Plus,11,4353.0
Kochi,2013,12467,Diesel,Automatic,First,12.8,1968,167.6,5,25.64,Audi,Q5 2008-2012 2.0 TDI,13,959.0
Kolkata,2013,56683,Diesel,Automatic,Second,17.05,1995,184.0,5,13.5,BMW,X1 sDrive 20d Sportline,13,4360.2307692307695
Bangalore,2013,38000,Petrol,Manual,First,15.6,1196,70.0,5,3.55,Ford,Figo Petrol ZXI,13,2923.076923076923
Ahmedabad,2018,35000,Diesel,Manual,First,22.7,1582,126.2,5,15.0,Hyundai,Elantra CRDi SX,8,4375.0
Pune,2007,80000,Petrol,Manual,Second,13.9,1599,103.2,5,1.95,Hyundai,Verna 1.6 i ABS,19,4210.526315789473
Pune,2006,125000,Petrol,Manual,Second,13.5,1799,130.0,5,2.3,Honda,Civic 2006-2010 1.8 S MT,20,6250.0
Chennai,2013,123000,Diesel,Manual,Second,12.55,2982,168.5,7,15.0,Toyota,Fortuner 4x4 MT,13,9461.538461538461
Chennai,2012,70000,Petrol,Manual,First,20.36,1197,78.9,5,3.15,Hyundai,i10 Sportz,14,5000.0
Hyderabad,2012,87982,Diesel,Manual,First,21.64,1461,84.8,5,5.0,Nissan,Sunny 2011-2014 Diesel XL,14,6284.428571428572
Jaipur,2013,40714,Diesel,Automatic,Second,18.12,1995,190.0,5,24.75,BMW,5 Series 2013-2017 520d Luxury Line,13,3131.846153846154
Pune,2008,83000,Diesel,Manual,Second,16.52,1991,123.7,5,2.6,Chevrolet,Optra Magnum 2.0 LT,18,4611.111111111111
Ahmedabad,2011,86000,Petrol,Manual,First,20.36,1197,78.9,5,3.75,Hyundai,i10 Asta,15,5733.333333333333
Ahmedabad,2009,60002,Diesel,Manual,Second,17.5,1896,106.0,5,4.85,Skoda,Laura Ambiente,17,3529.529411764706
Jaipur,2013,60000,Diesel,Automatic,First,10.0,2148,170.0,5,27.0,Mercedes-Benz,E-Class 2009-2013 E 220 CDI Avantgarde,13,4615.384615384615
Kolkata,2014,84677,Diesel,Manual,First,25.8,1498,98.6,5,3.0,Honda,Amaze SX i-DTEC,12,7056.416666666667
Delhi,2017,23000,Diesel,Automatic,First,20.68,1995,190.0,5,28.75,BMW,X1 xDrive 20d xLine,9,2555.5555555555557
Hyderabad,2016,81424,Diesel,Manual,First,12.99,2494,100.6,8,14.49,Toyota,Innova 2.5 G (Diesel) 8 Seater,10,8142.4
Delhi,2013,36400,Diesel,Automatic,First,7.5,4806,394.3,4,72.0,Porsche,Panamera 2010 2013 Diesel,13,2800.0
Chennai,2012,70000,Diesel,Manual,Second,22.71,1461,84.8,5,4.0,Nissan,Sunny XV D,14,5000.0
Delhi,2015,40000,Diesel,Manual,Second,26.59,1248,74.0,5,4.5,Maruti,Swift Dzire LDI,11,3636.3636363636365
