Location,Year,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Price,Model,Brand,Power_bins
Pune,2009,Petrol,Manual,First,13.17,1999.0,114.0,3.0,Cedia Sports,Mitsubishi,1
Delhi,2016,Petrol,Manual,First,18.06,1198.0,74.93,4.25,Pulse Petrol RxL,Renault,0
Hyderabad,2016,Diesel,Manual,First,20.14,1498.0,88.0,6.3,Polo 1.5 TDI Highline,Volkswagen,1
Kochi,2018,Petrol,Manual,First,21.1,998.0,100.0,8.15,Baleno RS Petrol,Maruti,1
Kochi,2012,Petrol,Manual,First,20.36,1197.0,78.9,3.22,i10 Magna,Hyundai,0
Kochi,2018,Petrol,Manual,First,18.6,1197.0,81.83,7.65,i20 1.2 Spotz,Hyundai,1
Delhi,2011,Petrol,Automatic,First,10.37,2979.0,306.0,30.0,Z4 2009-2013 35i,BMW,5
Pune,2010,Petrol,Manual,Second,20.36,1197.0,78.9,2.3,i10 Sportz 1.2,Hyundai,0
Delhi,2012,Petrol,Automatic,First,13.6,1598.0,181.0,22.0,Cooper S Carbon Edition,Mini,3
Pune,2012,Petrol,Manual,First,19.4,1198.0,86.8,3.28,Brio V MT,Honda,1
Kochi,2016,Petrol,Manual,First,20.73,1373.0,91.2,7.09,Ciaz ZXi Option,Maruti,1
Coimbatore,2013,Diesel,Manual,First,19.3,1248.0,73.9,6.46,Swift Dzire ZDi,Maruti,0
Chennai,2012,Diesel,Manual,First,22.07,1199.0,73.9,4.0,Polo Diesel Comfortline 1.2L,Volkswagen,0
Delhi,2011,Diesel,Automatic,First,17.05,1995.0,184.0,11.0,X1 sDrive20d,BMW,3
Coimbatore,2016,Diesel,Automatic,Second,12.07,2967.0,241.4,49.79,Q7 3.0 TDI Quattro Premium Plus,Audi,4
Kolkata,2015,Diesel,Manual,First,25.83,1498.0,99.0,4.8,Figo 1.5D Trend MT,Ford,1
Bangalore,2017,Diesel,Automatic,First,21.76,1995.0,190.0,35.0,3 Series Luxury Line,BMW,3
Bangalore,2011,Diesel,Automatic,First,14.0,2987.0,224.0,21.99,M-Class ML 350 CDI Corporate,Mercedes-Benz,4
Mumbai,2007,Petrol,Manual,Second,17.3,1061.0,64.0,1.1,Wagon R LX BSIII,Maruti,0
Delhi,2018,Petrol,Manual,First,21.4,1197.0,83.1,6.6,Baleno Zeta 1.2,Maruti,1
Pune,2013,Petrol,Manual,First,22.0,1197.0,81.8,4.5,Dzire VXI,Maruti,1
Pune,2009,Petrol,Manual,Second,14.7,1150.0,76.0,1.0,Aveo U-VA 1.2 LT,Chevrolet,0
Chennai,2017,Diesel,Manual,First,20.14,1498.0,88.0,6.9,Polo 1.5 TDI Highline,Volkswagen,1
Mumbai,2015,Diesel,Automatic,First,14.16,1968.0,174.3,25.49,Q5 30 TDI quattro Premium,Audi,3
Chennai,2015,Diesel,Automatic,First,18.53,1968.0,187.74,35.5,A6 35 TDI Matrix,Audi,3
Kochi,2018,Diesel,Manual,First,24.0,1186.0,73.97,6.28,Grand i10 1.2 CRDi Sportz,Hyundai,0
Delhi,2012,Diesel,Manual,Second,12.05,2179.0,120.0,4.88,Scorpio SLE BSIV,Mahindra,1
Hyderabad,2016,Diesel,Manual,First,22.95,1248.0,74.0,3.7,Bolt Quadrajet XE,Tata,0
Kochi,2015,Petrol,Manual,First,21.1,814.0,55.2,3.45,EON Era Plus,Hyundai,0
Kochi,2016,Diesel,Manual,First,15.4,2179.0,120.0,10.23,Scorpio S8 8 Seater,Mahindra,1
Bangalore,2010,Petrol,Automatic,Second,11.1,2354.0,142.0,6.5,Accord 2001-2003 2.0 AT,Honda,2
Mumbai,2016,Petrol,Manual,First,16.2,1199.0,74.0,6.15,Polo 1.2 MPI Highline,Volkswagen,0
Mumbai,2014,Petrol,Manual,First,15.1,1196.0,73.0,2.9,Eeco 7 Seater Standard,Maruti,0
Ahmedabad,2016,Diesel,Manual,First,24.0,1120.0,70.0,5.5,Grand i10 CRDi Sportz,Hyundai,0
Chennai,2017,Diesel,Automatic,First,10.91,3198.0,197.0,31.0,Endeavour 3.2 Titanium AT 4X4,Ford,3
Delhi,2015,Diesel,Manual,First,24.0,1186.0,73.97,4.25,Grand i10 1.2 CRDi Sportz,Hyundai,0
Kochi,2016,Diesel,Manual,First,22.9,1248.0,74.0,5.48,Swift VDI,Maruti,0
Bangalore,2016,Petrol,Manual,First,18.6,1197.0,81.83,7.25,i20 1.2 Asta Option,Hyundai,1
Hyderabad,2012,Petrol,Manual,First,17.5,1298.0,85.8,3.0,Swift Dzire VXi,Maruti,1
Hyderabad,2015,Diesel,Automatic,First,22.69,1995.0,190.0,29.5,3 Series 320d Luxury Line,BMW,3
Mumbai,2007,Petrol,Manual,Second,17.7,1497.0,78.0,1.49,City ZX GXi,Honda,0
Pune,2013,Petrol,Automatic,First,16.95,1197.0,78.9,3.65,i10 Sportz 1.2 AT,Hyundai,0
Ahmedabad,2018,Diesel,Manual,First,23.0,1498.0,98.96,10.9,Ecosport Signature Edition Diesel,Ford,1
Bangalore,2015,Petrol,Manual,First,23.1,998.0,67.04,4.3,Celerio ZXI MT,Maruti,0
Pune,2012,Diesel,Manual,Second,20.77,1248.0,88.76,6.11,Ertiga VDI,Maruti,1
Hyderabad,2015,Diesel,Manual,First,12.8,2494.0,102.0,15.5,Innova 2.5 V Diesel 8-seater,Toyota,1
Mumbai,2016,Petrol,Manual,First,17.8,1497.0,117.3,6.9,City i VTEC SV,Honda,1
Bangalore,2012,Petrol,Manual,First,19.1,1197.0,85.8,4.69,Swift Dzire VXI,Maruti,1
Kochi,2011,Petrol,Manual,First,18.5,1197.0,85.8,3.19,Ritz LXi,Maruti,1
Pune,2012,Petrol,Automatic,Second,15.0,1396.0,98.6,3.75,i20 Sportz AT 1.4,Hyundai,1
Pune,2019,Petrol,Manual,First,17.19,1197.0,81.86,8.6,i20 Active SX Dual Tone Petrol,Hyundai,1
Chennai,2011,Petrol,Manual,Second,17.0,1497.0,118.0,3.85,City 1.5 E MT,Honda,1
Coimbatore,2016,Diesel,Automatic,First,13.6,4134.0,382.0,67.83,Cayenne S Diesel,Porsche,7
Coimbatore,2019,Petrol,Manual,First,17.8,1198.0,86.7,9.31,Amaze VX i-VTEC,Honda,1
Pune,2008,Petrol,Automatic,First,12.9,1799.0,130.0,3.0,Civic 2006-2010 1.8 S AT,Honda,2
Bangalore,2015,Petrol,Manual,First,18.6,1197.0,81.83,5.5,i20 Magna 1.2,Hyundai,1
Hyderabad,2017,Diesel,Manual,First,19.67,1582.0,126.2,13.3,Creta 1.6 CRDi SX,Hyundai,1
Hyderabad,2013,Diesel,Automatic,First,15.73,1968.0,174.33,23.0,Q3 2012-2015 2.0 TDI Quattro Premium Plus,Audi,3
Mumbai,2018,Petrol,Manual,First,24.7,796.0,47.3,3.35,Alto 800 2016-2019 LXI,Maruti,0
Chennai,2012,Diesel,Automatic,Third,15.06,1995.0,177.0,10.0,X1 sDrive 20d Exclusive,BMW,3
Delhi,2013,Petrol,Manual,First,20.36,1197.0,78.9,2.95,i10 Magna,Hyundai,0
Pune,2016,Diesel,Manual,First,21.66,1498.0,108.62,6.75,Ameo 1.5 TDI Highline,Volkswagen,1
Pune,2010,Petrol,Manual,Third,16.47,1198.0,73.9,2.44,Polo Petrol Highline 1.2L,Volkswagen,0
Mumbai,2015,Petrol,Manual,First,20.73,1373.0,91.1,5.85,Ciaz VXi Plus,Maruti,1
Kochi,2015,Petrol,Automatic,First,17.21,1197.0,103.5,7.4,Polo GT TSI,Volkswagen,1
Pune,2016,Diesel,Manual,First,24.4,1120.0,71.0,3.8,Xcent 1.1 CRDi Base,Hyundai,0
Hyderabad,2008,Petrol,Manual,First,13.5,1799.0,130.0,3.8,Civic 2006-2010 1.8 S MT,Honda,2
Kolkata,2008,Petrol,Manual,First,17.7,1497.0,78.0,2.7,City ZX GXi,Honda,0
Jaipur,2016,Diesel,Manual,First,15.96,2523.0,62.1,7.21,Bolero ZLX,Mahindra,0
Hyderabad,2016,Petrol,Manual,First,17.4,1497.0,117.3,7.9,City i VTEC V,Honda,1
Kolkata,2017,Diesel,Manual,First,25.4,1186.0,73.97,4.2,Xcent 1.2 CRDi S,Hyundai,0
Mumbai,2014,Diesel,Manual,First,19.01,1461.0,108.45,5.75,Duster 110PS Diesel RxL,Renault,1
Hyderabad,2013,Petrol,Automatic,First,16.98,998.0,66.1,3.45,A-Star AT VXI,Maruti,0
Bangalore,2014,Diesel,Automatic,First,17.11,1968.0,174.33,25.75,A4 2.0 TDI 177 Bhp Premium Plus,Audi,3
Coimbatore,2018,Diesel,Manual,First,16.0,2179.0,140.0,16.59,XUV500 W8 2WD,Mahindra,2
Coimbatore,2014,Petrol,Manual,First,18.06,1198.0,74.96,4.69,Pulse Petrol RxZ,Renault,0
Mumbai,2009,Diesel,Automatic,Second,13.2,1995.0,170.0,7.5,3 Series 320d,BMW,2
Hyderabad,2016,Diesel,Manual,First,13.68,2393.0,147.8,16.5,Innova Crysta 2.4 GX MT,Toyota,2
Kolkata,2009,Petrol,Manual,First,17.0,1497.0,118.0,1.99,City 1.5 S MT,Honda,1
Chennai,2014,Diesel,Manual,First,22.9,1248.0,74.0,5.25,Swift VDI,Maruti,0
Mumbai,2013,Diesel,Manual,Second,19.64,1461.0,108.45,5.4,Duster 110PS Diesel RxZ Plus,Renault,1
Mumbai,2014,Petrol,Manual,First,16.47,1198.0,74.0,3.9,Polo 1.2 MPI Comfortline,Volkswagen,0
Mumbai,2015,Petrol,Manual,First,17.19,1197.0,81.86,5.8,i20 Active 1.2 S,Hyundai,1
Pune,2014,Diesel,Automatic,First,18.12,1995.0,190.0,30.5,5 Series 2013-2017 520d Luxury Line,BMW,3
Hyderabad,2017,Diesel,Manual,First,23.4,1248.0,74.0,5.6,Swift Dzire LDI,Maruti,0
Jaipur,2015,Diesel,Manual,First,28.4,1248.0,74.0,5.15,Swift LDI,Maruti,0
Coimbatore,2017,Diesel,Automatic,First,19.08,1582.0,126.2,9.48,Verna 1.6 CRDI AT SX Option,Hyundai,1
Bangalore,2016,Petrol,Automatic,Second,21.9,624.0,37.48,2.38,Nano XTA,Tata,0
Hyderabad,2009,Petrol,Manual,First,17.5,1298.0,85.8,3.8,Swift Dzire LXi,Maruti,1
Delhi,2015,Petrol,Manual,Second,18.6,1197.0,81.83,5.5,i20 Asta Option 1.2,Hyundai,1
Hyderabad,2010,Petrol,Manual,First,17.0,1197.0,80.0,3.55,i20 1.2 Sportz,Hyundai,0
Mumbai,2015,Petrol,Manual,First,20.73,1373.0,91.1,6.35,Ciaz ZXi,Maruti,1
Delhi,2015,Diesel,Automatic,First,12.7,2179.0,187.7,36.0,Rover Range Rover 2.2L Prestige,Land,3
Hyderabad,2005,Diesel,Manual,Second,16.1,1405.0,70.0,1.1,Indigo LX BSII,Tata,0
Mumbai,2014,Petrol,Manual,First,17.57,1193.0,88.7,3.7,Zest Revotron 1.2T XM,Tata,1
Delhi,2016,Diesel,Manual,First,16.0,1997.0,140.0,13.5,XUV500 W10 1.99 mHawk,Mahindra,2
Mumbai,2008,Petrol,Automatic,Third,11.7,2354.0,177.6,2.85,Accord 2.4 AT,Honda,3
Coimbatore,2015,Petrol,Manual,Second,25.4,624.0,37.5,2.13,Nano Twist XT,Tata,0
Ahmedabad,2015,Diesel,Manual,First,22.7,1582.0,126.2,7.75,Elantra CRDi S,Hyundai,1
Chennai,2017,Diesel,Manual,First,25.0,1396.0,69.0,2.85,Indica V2 eLS,Tata,0
Jaipur,2014,Diesel,Manual,First,25.8,1498.0,98.6,4.95,Amaze S i-Dtech,Honda,1
Kochi,2012,Diesel,Manual,First,15.1,2179.0,140.0,6.2,XUV500 W8 2WD,Mahindra,2
Pune,2013,Diesel,Automatic,First,18.56,1995.0,190.0,17.5,X3 xDrive 20d Expedition,BMW,3
Pune,2010,Petrol,Manual,First,18.9,1197.0,81.86,2.25,Grand i10 1.2 Kappa Magna,Hyundai,1
Delhi,2017,Petrol,Manual,First,21.4,1197.0,83.1,6.75,Baleno Zeta 1.2,Maruti,1
Kochi,2016,Diesel,Automatic,First,19.08,1582.0,126.2,9.73,Verna 1.6 CRDi AT SX,Hyundai,1
Kochi,2018,Diesel,Manual,First,25.47,1248.0,88.5,8.49,Ertiga VDI,Maruti,1
Mumbai,2013,Petrol,Automatic,First,13.6,1598.0,181.0,25.0,Cooper S Carbon Edition,Mini,3
Coimbatore,2015,Diesel,Manual,First,23.2,1248.0,73.94,5.59,Ritz ZDi,Maruti,0
Mumbai,2011,Diesel,Automatic,First,15.6,1896.0,106.0,4.8,Laura L n K 1.9 PD AT,Skoda,1
Delhi,2014,Diesel,Manual,First,22.7,1498.0,89.84,5.45,Ecosport 1.5 DV5 MT Titanium Optional,Ford,1
Pune,2017,Petrol,Manual,First,18.6,1197.0,81.83,6.5,i20 2015-2017 Sportz 1.2,Hyundai,1
Chennai,2015,Petrol,Manual,First,19.4,1198.0,86.8,4.35,Brio E MT,Honda,1
Kolkata,2013,Diesel,Manual,First,25.8,1498.0,98.6,3.75,Amaze S i-Dtech,Honda,1
Pune,2010,Diesel,Automatic,Third,18.48,1995.0,177.0,12.0,5 Series 2003-2012 520d,BMW,3
Delhi,2014,Diesel,Automatic,First,12.07,2967.0,241.4,32.0,Q7 3.0 TDI Quattro Premium Plus,Audi,4
Jaipur,2015,Diesel,Manual,Second,24.0,1120.0,70.0,4.0,Grand i10 CRDi Magna,Hyundai,0
Kolkata,2011,Diesel,Manual,First,23.08,1461.0,63.1,2.6,Micra Diesel XV,Nissan,0
Jaipur,2016,Petrol,Manual,First,18.9,1197.0,82.0,4.45,Grand i10 Sportz,Hyundai,1
Pune,2015,Petrol,Manual,First,21.1,814.0,55.2,2.6,EON Era,Hyundai,0
Chennai,2011,Petrol,Automatic,First,11.74,1796.0,186.0,16.0,New C-Class C250 Avantgarde,Mercedes-Benz,3
Delhi,2014,Diesel,Automatic,First,12.7,2179.0,187.7,32.5,Rover Range Rover 2.2L Pure,Land,3
Mumbai,2016,Diesel,Automatic,First,11.18,2696.0,184.0,13.85,Ssangyong Rexton RX7,Mahindra,3
Coimbatore,2018,Petrol,Manual,First,20.73,1373.0,91.1,8.76,Ciaz 1.4 Delta,Maruti,1
Kochi,2014,Petrol,Automatic,First,11.8,3498.0,272.0,23.68,R-Class R350 4Matic Long,Mercedes-Benz,5
Chennai,2017,Petrol,Automatic,First,22.0,1197.0,81.8,5.5,Dzire AMT VXI,Maruti,1
Coimbatore,2013,Diesel,Automatic,Second,11.49,4367.0,335.3,65.81,Rover Range Rover Vogue SE 4.4 SDV8,Land,6
Kolkata,2013,Diesel,Manual,First,19.01,1461.0,108.45,4.99,Duster 110PS Diesel RxZ,Renault,1
Chennai,2013,Diesel,Manual,Second,22.32,1582.0,126.32,5.7,Verna 1.6 SX,Hyundai,1
Coimbatore,2016,Petrol,Automatic,First,14.28,1798.0,138.03,11.99,Corolla Altis 1.8 VL CVT,Toyota,2
Mumbai,2016,Diesel,Automatic,Second,21.76,1995.0,190.0,29.99,3 Series Sport,BMW,3
Chennai,2018,Petrol,Manual,First,18.88,1499.0,110.4,9.5,EcoSport 1.5 Ti VCT MT Signature,Ford,1
Hyderabad,2014,Diesel,Manual,First,25.2,1248.0,74.0,5.5,Swift VDI BSIV,Maruti,0
Bangalore,2016,Diesel,Automatic,First,11.72,2199.0,194.3,23.0,Santa Fe 4x4 AT,Hyundai,3
Hyderabad,2013,Diesel,Manual,First,17.2,1396.0,53.5,2.95,Indica V2 DLS,Tata,0
Kochi,2015,Diesel,Manual,First,24.0,1120.0,70.0,4.9,Grand i10 CRDi Sportz,Hyundai,0
Delhi,2016,Petrol,Automatic,First,22.5,998.0,67.0,4.25,Wagon R VXI AMT,Maruti,0
Kochi,2018,Diesel,Manual,First,16.0,2179.0,140.0,16.36,XUV500 W10 2WD,Mahindra,2
Kolkata,2009,Diesel,Automatic,First,16.55,1968.0,147.51,9.95,A4 2.0 TDI,Audi,2
Bangalore,2012,Diesel,Manual,First,20.54,1598.0,103.6,5.5,Vento Diesel Highline,Volkswagen,1
Delhi,2016,Diesel,Manual,First,24.3,1248.0,88.5,8.25,Vitara Brezza ZDi Plus Dual Tone,Maruti,1
Chennai,2002,Petrol,Manual,First,17.3,993.0,60.0,0.95,Zen LX,Maruti,0
Kochi,2016,Petrol,Manual,First,19.81,1086.0,68.05,4.01,i10 Era,Hyundai,0
Kochi,2019,Petrol,Manual,First,17.5,1199.0,88.7,8.2,WR-V Edge Edition i-VTEC S,Honda,1
Chennai,2014,Diesel,Manual,Second,25.1,1498.0,98.6,6.2,City i DTEC VX,Honda,1
Chennai,2012,Diesel,Automatic,First,11.5,2982.0,169.0,16.75,Fortuner 4x2 4 Speed AT,Toyota,2
Delhi,2017,Diesel,Automatic,First,16.0,2179.0,140.0,16.5,XUV500 AT W10 FWD,Mahindra,2
Mumbai,2007,Diesel,Manual,Third,10.9,2499.0,113.25304969366915,3.75,Endeavour XLT TDCi 4X4,Ford,1
Kolkata,2012,Diesel,Manual,First,20.0,1399.0,68.05,3.5,Figo Diesel ZXI,Ford,0
Coimbatore,2017,Petrol,Automatic,Second,19.0,1199.0,88.7,5.43,Jazz 1.2 V CVT i VTEC,Honda,1
Coimbatore,2017,Diesel,Automatic,First,10.91,3198.0,197.0,30.35,Endeavour 3.2 Titanium AT 4X4,Ford,3
Hyderabad,2014,Petrol,Automatic,First,17.97,1498.0,99.6,7.99,Sunny XL CVT,Nissan,1
Coimbatore,2011,Diesel,Manual,First,18.7,1896.0,66.0,3.59,Octavia Ambiente 1.9 TDI MT,Skoda,0
Chennai,2012,Diesel,Manual,First,25.44,936.0,57.6,1.9,Beat Diesel LT,Chevrolet,0
Chennai,2009,Petrol,Automatic,First,12.1,2362.0,164.7,4.7,Camry W2 (AT),Toyota,2
Chennai,2012,Diesel,Manual,First,19.01,1461.0,108.45,7.25,Duster 110PS Diesel RxZ,Renault,1
Kochi,2016,Diesel,Automatic,First,17.9,2143.0,136.0,24.46,GLA Class 200 d Style,Mercedes-Benz,2
Pune,2014,Petrol,Manual,Second,17.57,1193.0,88.7,3.9,Zest Revotron 1.2T XMS,Tata,1
Coimbatore,2013,Petrol,Manual,First,18.5,1197.0,80.0,5.15,i20 1.2 Magna,Hyundai,0
Mumbai,2015,Petrol,Automatic,First,21.5,1197.0,81.8,3.65,Wagon R VXI AMT1.2,Maruti,1
Kolkata,2016,Diesel,Manual,First,25.4,1186.0,73.97,5.0,Xcent 1.2 CRDi S,Hyundai,0
Kolkata,2009,Petrol,Manual,First,17.0,1497.0,118.0,2.3,City 1.5 S MT,Honda,1
Pune,2001,Petrol,Manual,Second,13.2,1495.0,94.0,0.75,Accent GLE,Hyundai,1
Kochi,2009,Petrol,Manual,Second,13.9,1599.0,103.2,1.85,Verna Xi (Petrol),Hyundai,1
Kolkata,2010,Petrol,Manual,First,15.6,1196.0,70.0,1.8,Figo Petrol ZXI,Ford,0
Kochi,2014,Diesel,Manual,First,25.8,1498.0,98.6,4.41,Amaze S i-Dtech,Honda,1
Chennai,2006,Petrol,Manual,First,18.9,998.0,67.1,2.0,Wagon R LX BSII,Maruti,0
Hyderabad,2014,Diesel,Manual,First,17.8,1248.0,113.25304969366915,5.55,Swift VDI BSIV,Maruti,1
Bangalore,2014,Diesel,Automatic,First,13.0,2987.0,258.0,31.75,E-Class Facelift,Mercedes-Benz,4
Bangalore,2015,Diesel,Automatic,First,17.68,1968.0,174.33,32.0,A6 2011-2015 35 TDI Technology,Audi,3
Hyderabad,2010,Diesel,Automatic,First,13.5,2987.0,282.0,21.0,S Class 2005 2013 S 350 CDI,Mercedes-Benz,5
Ahmedabad,2010,Diesel,Manual,First,19.3,1248.0,73.9,2.75,Swift Dzire LDi,Maruti,0
Coimbatore,2005,Petrol,Manual,First,13.4,1794.0,125.0,2.64,Corolla H2,Toyota,1
Kochi,2018,Diesel,Manual,First,15.4,2179.0,120.0,14.19,Scorpio S10 7 Seater,Mahindra,1
Jaipur,2017,Petrol,Manual,First,22.5,998.0,67.04,3.85,Wagon R VXI,Maruti,0
Delhi,2014,Diesel,Manual,First,13.0,2982.0,168.5,15.5,Fortuner 4x2 Manual,Toyota,2
Mumbai,2010,Petrol,Manual,First,18.2,1061.0,64.0,1.9,Zen Estilo 1.1 LX BSIII,Maruti,0
Kochi,2014,Petrol,Manual,First,25.4,624.0,37.48,1.26,Nano CX,Tata,0
Chennai,2009,Petrol,Manual,Second,18.5,1197.0,80.0,2.4,i20 Magna,Hyundai,0
Bangalore,2010,Diesel,Automatic,First,22.69,1995.0,190.0,11.5,3 Series 320d,BMW,3
Jaipur,2014,Diesel,Manual,First,16.0,2179.0,140.0,8.25,XUV500 W6 2WD,Mahindra,2
Pune,2011,Petrol,Manual,First,15.8,1598.0,105.0,2.75,Vento IPL II Petrol Trendline,Volkswagen,1
Delhi,2009,Petrol,Manual,Second,17.5,1198.0,70.0,1.4,Fabia 1.2 MPI Classic,Skoda,0
Coimbatore,2015,Petrol,Manual,First,25.4,624.0,37.5,2.9,Nano Twist XT,Tata,0
Chennai,2011,Diesel,Manual,First,20.0,1399.0,68.0,2.4,Figo Diesel EXI,Ford,0
Pune,2013,Petrol,Automatic,First,14.8,1598.0,105.0,4.75,Vento IPL II Petrol Highline AT,Volkswagen,1
Kochi,2018,Diesel,Automatic,First,12.7,2179.0,187.7,44.76,Rover Range Rover HSE Dynamic,Land,3
Kochi,2015,Diesel,Manual,First,26.0,1498.0,98.6,6.22,City i DTEC SV,Honda,1
Chennai,2018,Petrol,Automatic,First,22.5,999.0,67.0,4.5,KWID Climber 1.0 AMT,Renault,0
Mumbai,2015,Petrol,Manual,First,18.9,1197.0,82.0,4.25,Grand i10 Asta Option,Hyundai,1
Hyderabad,2011,Diesel,Automatic,First,18.1,1991.0,147.9,5.5,Cruze LTZ AT,Chevrolet,2
Mumbai,2017,Diesel,Manual,First,22.54,1396.0,88.73,6.95,i20 1.4 Asta,Hyundai,1
Coimbatore,2018,Petrol,Automatic,First,24.07,998.0,67.1,4.56,Alto K10 VXI AGS,Maruti,0
Coimbatore,2016,Diesel,Manual,First,20.5,1582.0,126.2,13.82,Creta 1.6 SX Option Diesel,Hyundai,1
Mumbai,2016,Petrol,Manual,First,18.0,1198.0,86.7,5.65,Amaze VX i-Vtech,Honda,1
Kochi,2016,Diesel,Manual,First,21.19,1396.0,88.73,6.2,i20 Active 1.4 SX Dual Tone,Hyundai,1
Delhi,2014,Petrol,Manual,First,23.1,998.0,67.04,3.25,Celerio VXI,Maruti,0
Kolkata,2009,Diesel,Automatic,First,16.55,1968.0,147.51,8.5,A4 2.0 TDI,Audi,2
Bangalore,2016,Diesel,Manual,First,24.8,1396.0,88.7,7.25,Verna 1.4 CRDi,Hyundai,1
Pune,2013,Diesel,Manual,First,21.8,1461.0,78.0,4.61,Fluence Diesel E4,Renault,0
Delhi,2016,Petrol,Manual,First,16.2,1199.0,74.0,5.3,Polo 1.2 MPI Highline,Volkswagen,0
Ahmedabad,2012,Diesel,Manual,First,17.0,1405.0,70.0,1.9,Indigo LX,Tata,0
Kochi,2012,Petrol,Manual,First,20.36,1197.0,78.9,3.09,i10 Sportz,Hyundai,0
Mumbai,2007,Diesel,Automatic,Second,16.46,2993.0,258.0,9.5,7 Series 730Ld Sedan,BMW,4
Mumbai,2015,Diesel,Automatic,First,17.01,1582.0,126.2,12.65,Creta 1.6 CRDi AT SX Plus,Hyundai,1
Delhi,2016,Petrol,Manual,First,18.9,1197.0,82.0,4.25,Grand i10 Magna,Hyundai,1
Hyderabad,2011,Diesel,Manual,First,21.1,1248.0,73.9,2.95,Ritz VDi,Maruti,0
Hyderabad,2006,Diesel,Manual,First,10.5,2179.0,120.0,3.45,Scorpio 2.6 SLX CRDe,Mahindra,1
Hyderabad,2011,Petrol,Manual,First,19.81,1086.0,68.05,3.3,i10 Era,Hyundai,0
Hyderabad,2014,Diesel,Manual,First,14.0,2179.0,138.1,8.0,Safari Storme 2012-2015 VX,Tata,2
Kolkata,2009,Petrol,Manual,First,13.5,1799.0,130.0,2.71,Civic 2006-2010 1.8 V MT,Honda,2
Hyderabad,2012,Petrol,Manual,First,18.2,998.0,67.1,2.7,Zen Estilo LXI BSIII,Maruti,0
Mumbai,2012,Diesel,Manual,Second,23.4,1248.0,74.0,4.5,Swift Dzire VDI,Maruti,0
Delhi,2015,Diesel,Manual,Second,13.0,2982.0,168.5,18.75,Fortuner 4x2 Manual,Toyota,2
Pune,2014,Diesel,Manual,Second,28.4,1248.0,74.0,5.25,Swift VDI,Maruti,0
Pune,2017,Diesel,Manual,First,28.4,1248.0,73.75,6.0,Dzire LDI,Maruti,0
Kolkata,2014,Petrol,Manual,First,18.9,1197.0,82.0,3.14,Grand i10 Asta,Hyundai,1
Jaipur,2016,Petrol,Manual,First,25.17,799.0,53.3,2.55,KWID RXL,Renault,0
Jaipur,2012,Petrol,Manual,Second,15.64,1193.0,64.08,2.3,Indigo CS eGLX BS IV,Tata,0
Hyderabad,2014,Diesel,Manual,First,20.0,1399.0,68.05,5.65,Figo Diesel Titanium,Ford,0
Kochi,2015,Diesel,Automatic,First,15.15,2967.0,240.0,48.22,Cayenne 2009-2014 Diesel,Porsche,4
Jaipur,2016,Petrol,Manual,First,24.07,998.0,67.1,3.0,Alto K10 VXI,Maruti,0
Ahmedabad,2015,Diesel,Manual,First,20.34,1498.0,103.2,7.5,Vento 1.5 TDI Highline,Volkswagen,1
Bangalore,2005,Diesel,Manual,First,10.5,2179.0,120.0,2.6,Scorpio 2.6 SLX CRDe,Mahindra,1
Mumbai,2018,Diesel,Automatic,First,18.56,1995.0,190.0,61.25,X3 xDrive 20d Luxury Line,BMW,3
Chennai,2009,Petrol,Manual,Second,17.0,1497.0,118.0,3.5,City 1.5 V MT,Honda,1
Kochi,2016,Petrol,Automatic,First,17.44,1998.0,189.08,28.95,Cooper 3 DOOR S,Mini,3
Pune,2015,Diesel,Automatic,First,13.5,2477.0,175.56,15.0,Pajero Sport 4X4 AT,Mitsubishi,3
Jaipur,2012,Diesel,Manual,First,19.3,1248.0,73.9,4.25,Swift Dzire VDi,Maruti,0
Pune,2013,Diesel,Manual,First,20.77,1248.0,88.76,6.6,Ertiga VDI,Maruti,1
Hyderabad,2007,Diesel,Manual,Second,12.8,2494.0,102.0,5.2,Innova 2.5 G4 Diesel 7-seater,Toyota,1
Chennai,2010,Petrol,Manual,First,11.7,1796.0,178.0,10.0,New C-Class C 200 Kompressor Elegance MT,Mercedes-Benz,3
Bangalore,2016,Diesel,Automatic,First,14.84,2143.0,167.62,35.0,New C-Class C 220 CDI BE Avantgare,Mercedes-Benz,2
Mumbai,2017,Diesel,Manual,First,22.7,1498.0,89.84,8.75,Ecosport 1.5 DV5 MT Titanium Optional,Ford,1
Coimbatore,2015,Petrol,Manual,First,17.71,1197.0,78.9,4.57,Etios Liva 1.2 G,Toyota,0
Delhi,2012,Petrol,Manual,First,20.36,1197.0,78.9,2.5,i10 Magna 1.2,Hyundai,0
Kochi,2014,Diesel,Automatic,First,12.39,2179.0,147.51,20.11,Rover Freelander 2 SE,Land,2
Hyderabad,2011,Diesel,Manual,First,12.8,2494.0,102.0,7.8,Innova 2.5 V Diesel 8-seater,Toyota,1
Coimbatore,2011,Petrol,Manual,First,18.5,1197.0,80.0,3.61,i20 1.2 Magna,Hyundai,0
Pune,2007,Petrol,Manual,Second,17.0,1086.0,113.25304969366915,1.11,Santro Xing XO eRLX Euro II,Hyundai,1
Mumbai,2015,Petrol,Automatic,First,19.15,1198.0,75.94,4.6,Micra XV CVT,Nissan,0
Kolkata,2015,Petrol,Automatic,First,16.8,1497.0,118.0,5.25,City 1.5 V AT,Honda,1
