Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,Price,Model,Brand
Pune,2015,65320,Diesel,Automatic,Second,16.96,1968,5,11.5,Jetta 2013-2015 2.0L TDI Highline AT,Volkswagen
Pune,2009,79000,Petrol,Manual,Third,9.8,2354,5,3.1,Accord 2.4 Inspire M/T,Honda
Mumbai,2018,5000,Petrol,Manual,First,17.8,1497,5,10.11,City i VTEC V,Honda
Coimbatore,2019,6028,Petrol,Manual,First,17.01,1591,5,11.54,Verna 1.6 SX VTVT,Hyundai
Delhi,2006,86000,Petrol,Manual,Second,18.9,998,5,1.0,Wagon R LX BSII,Maruti
Kolkata,2013,160000,Diesel,Manual,Second,23.4,1248,5,2.5,Swift Dzire Tour LDI,Maruti
Kochi,2011,59967,Petrol,Automatic,First,9.74,1984,5,18.0,Q5 2008-2012 2.0 TFSI Quattro,Audi
Coimbatore,2018,43127,Diesel,Manual,First,23.59,1364,5,6.85,Etios Cross 1.4 GD,Toyota
Kochi,2012,65727,Petrol,Manual,First,19.81,1086,5,2.97,i10 Era 1.1 iTech SE,Hyundai
Pune,2013,70000,Petrol,Manual,First,17.01,1591,5,4.75,Verna 1.6 VTVT,Hyundai
Coimbatore,2018,39861,Diesel,Manual,First,20.14,1498,5,7.38,Polo 1.5 TDI Highline,Volkswagen
Delhi,2017,16485,Diesel,Automatic,First,22.48,1995,5,42.75,5 Series 520d Sport Line,BMW
Bangalore,2010,77332,Diesel,Manual,Second,23.0,1396,5,3.65,i20 1.4 Asta Optional With Sunroof,Hyundai
Kochi,2017,17489,Petrol,Automatic,First,18.9,1197,5,5.99,Grand i10 Asta Option AT,Hyundai
Pune,2012,125000,Diesel,Automatic,First,11.5,2982,7,13.5,Fortuner 4x2 4 Speed AT,Toyota
Chennai,2016,35129,Petrol,Automatic,First,21.4,1197,5,7.0,Baleno Zeta Automatic,Maruti
Hyderabad,2016,22982,Petrol,Automatic,First,13.0,1591,5,10.95,Creta 1.6 SX Plus Petrol Automatic,Hyundai
Pune,2013,54500,Petrol,Manual,Third,20.36,1197,5,2.95,i10 Sportz,Hyundai
Ahmedabad,2017,16235,Diesel,Manual,First,24.7,1047,5,5.5,Tigor XE Diesel,Tata
Kochi,2017,73641,Petrol,Automatic,First,14.67,1798,5,17.08,Superb Style 1.8 TSI AT,Skoda
Hyderabad,2015,59572,Diesel,Manual,First,26.59,1248,5,6.85,Swift Dzire VDI,Maruti
Jaipur,2014,112827,Petrol,Automatic,First,13.1,1997,5,10.5,CR-V 2.0 AT,Honda
Hyderabad,2010,118000,Diesel,Manual,First,12.8,2494,8,8.75,Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota
Kolkata,2010,60000,Petrol,Manual,First,17.0,1497,5,2.7,City 1.5 V MT,Honda
Mumbai,2012,75059,Petrol,Automatic,First,17.0,1591,5,4.25,Verna VTVT 1.6 AT SX Plus,Hyundai
Pune,2018,3000,Diesel,Manual,First,23.59,1364,5,7.9,Etios 1.4 VXD,Toyota
Delhi,2011,78000,Petrol,Automatic,Second,13.7,1798,5,4.5,Superb Elegance 1.8 TSI AT,Skoda
Kolkata,2012,47000,Diesel,Manual,First,21.64,1461,5,4.0,Sunny 2011-2014 Diesel XV,Nissan
Delhi,2012,42000,Petrol,Manual,First,17.0,1497,5,4.75,City 1.5 V MT Exclusive,Honda
Kolkata,2018,6820,Diesel,Manual,First,22.54,1396,5,7.65,Elite i20 Diesel Asta Option,Hyundai
Kochi,2013,55176,Petrol,Manual,Second,17.4,1599,5,3.47,Optra 1.6 LT Royale,Chevrolet
Kochi,2016,39854,Petrol,Manual,First,18.0,1198,5,5.64,Amaze S i-Vtech,Honda
Kolkata,2013,24000,Petrol,Manual,First,16.47,1198,5,2.95,Polo Petrol Comfortline 1.2L,Volkswagen
Jaipur,2016,55000,Diesel,Manual,First,22.9,1248,5,5.65,Swift VDI,Maruti
Kochi,2012,45840,Diesel,Automatic,First,11.4,2953,7,8.41,Endeavour 3.0L 4X4 AT,Ford
Pune,2006,155000,Petrol,Manual,Third,15.4,1590,5,0.85,Baleno LXI,Maruti
Pune,2003,125000,Petrol,Manual,Second,18.9,998,5,0.8,Wagon R LX,Maruti
Coimbatore,2014,52951,Diesel,Manual,First,20.14,1498,5,5.65,Polo 1.5 TDI Highline,Volkswagen
Kolkata,2013,49000,Petrol,Manual,First,17.1,1591,5,4.5,Verna 1.6 SX VTVT (O),Hyundai
Ahmedabad,2015,52000,Diesel,Manual,First,28.09,1248,5,6.9,Ciaz ZDi Plus SHVS,Maruti
Jaipur,2013,120005,Diesel,Manual,First,21.64,1461,5,4.0,Sunny 2011-2014 Diesel XL,Nissan
Mumbai,2015,33000,Petrol,Manual,First,15.0,1598,5,5.6,Rapid 1.6 MPI Ambition With Alloy Wheel,Skoda
Delhi,2016,126000,Petrol,Manual,First,15.1,1196,7,2.2,Eeco 7 Seater Standard,Maruti
Bangalore,2013,66700,Petrol,Manual,First,15.0,1598,5,4.0,Rapid Ultima 1.6 MPI Ambition Plus,Skoda
Jaipur,2014,122000,Diesel,Manual,Second,12.55,2982,7,16.0,Fortuner 4x4 MT,Toyota
Mumbai,2016,29000,Diesel,Manual,First,19.67,1582,5,12.6,Creta 1.6 CRDi SX,Hyundai
Kochi,2014,42315,Petrol,Manual,First,18.5,1197,5,4.79,i20 Magna Optional 1.2,Hyundai
Kochi,2016,84580,Diesel,Manual,First,26.0,1498,5,6.83,City i DTEC V,Honda
Jaipur,2002,75000,Petrol,Manual,First,16.1,796,4,0.51,800 Std,Maruti
Pune,2006,85000,Petrol,Manual,Second,13.8,1299,5,0.69,Ikon 1.3 Flair,Ford
Delhi,2015,24296,Petrol,Manual,First,20.85,1197,5,4.65,Swift Dzire LXI,Maruti
Kolkata,2014,40000,Petrol,Manual,First,16.8,1497,5,6.49,City 1.5 V MT Sunroof,Honda
Chennai,2009,64514,Diesel,Manual,First,16.8,1493,5,2.9,Verna CRDi,Hyundai
Delhi,2016,35000,Petrol,Manual,First,17.01,1591,5,7.4,Verna 1.6 SX VTVT,Hyundai
Bangalore,2016,41000,Petrol,Manual,Second,25.17,799,5,3.25,KWID RXT,Renault
Ahmedabad,2008,60123,Petrol,Manual,Second,18.9,998,5,1.95,Wagon R LXI,Maruti
Jaipur,2015,53000,Petrol,Manual,Second,18.9,1197,5,4.0,Grand i10 Sportz,Hyundai
Delhi,2017,9000,Petrol,Manual,First,18.6,1197,5,6.85,i20 1.2 Asta,Hyundai
Coimbatore,2015,53497,Petrol,Manual,First,18.0,1198,5,5.45,Amaze S i-Vtech,Honda
Hyderabad,2007,68000,Diesel,Manual,First,17.8,1399,5,1.99,Fiesta 1.4 Duratorq ZXI,Ford
Hyderabad,2014,65000,Diesel,Automatic,First,19.08,1582,5,8.99,Verna SX CRDi AT,Hyundai
Kolkata,2014,45155,Diesel,Manual,First,23.59,1364,5,6.5,Etios VD SP,Toyota
Coimbatore,2018,20026,Petrol,Automatic,First,19.0,1199,5,9.27,Jazz 1.2 V CVT i VTEC,Honda
Ahmedabad,2015,60000,Diesel,Manual,First,23.9,1582,5,6.99,Verna 1.6 CRDi SX,Hyundai
Coimbatore,2019,15976,Diesel,Automatic,First,17.9,2143,5,36.76,CLA 200 D Sport Edition,Mercedes-Benz
Kochi,2017,30523,Petrol,Automatic,First,14.7,1798,5,17.08,Octavia Elegance 1.8 TSI AT,Skoda
Kolkata,2013,26300,Diesel,Manual,First,25.44,936,5,2.8,Beat Diesel LS,Chevrolet
Kolkata,2011,66000,Diesel,Manual,First,22.07,1199,5,2.49,Polo Diesel Trendline 1.2L,Volkswagen
Jaipur,2016,70000,Diesel,Manual,First,23.65,1248,5,8.85,SX4 S Cross DDiS 200 Zeta,Maruti
Ahmedabad,2011,46000,Petrol,Manual,First,16.8,1497,5,4.15,City V MT,Honda
Hyderabad,2017,28000,Diesel,Manual,First,20.64,1498,5,10.0,Vento 1.5 TDI Highline,Volkswagen
Delhi,2017,46000,Petrol,Manual,First,18.9,1197,5,4.75,Grand i10 1.2 Kappa Magna,Hyundai
Jaipur,2017,33000,Petrol,Automatic,First,24.04,999,5,3.2,KWID AMT RXL,Renault
Kochi,2017,27718,Petrol,Manual,First,22.74,796,5,3.28,Alto 800 LXI,Maruti
Bangalore,2013,58000,Petrol,Manual,First,15.8,1499,5,7.5,Ecosport 1.5 Ti VCT MT Titanium,Ford
Coimbatore,2018,33150,Petrol,Manual,First,21.4,1197,5,7.39,Baleno Zeta,Maruti
Pune,2013,77000,Diesel,Manual,First,23.2,1248,5,3.65,Ritz VDi,Maruti
Chennai,2007,70000,Diesel,Automatic,First,11.0,2987,5,11.0,E-Class 280 CDI,Mercedes-Benz
Kolkata,2012,97000,Diesel,Manual,First,23.2,1248,5,3.0,Ritz VDi,Maruti
Chennai,2012,75300,Diesel,Manual,Second,25.44,936,5,2.25,Beat Diesel LT,Chevrolet
Kochi,2010,69918,Petrol,Manual,First,15.5,1586,5,2.83,SX4 Vxi BSIV,Maruti
Coimbatore,2019,4721,Petrol,Manual,First,14.0,796,5,4.11,Omni 5 Seater BSIV,Maruti
Kolkata,2014,39163,Diesel,Manual,First,13.5,2477,7,14.7,Pajero Sport Anniversary Edition,Mitsubishi
Pune,2013,80000,Petrol,Automatic,First,13.0,2987,5,25.0,S Class 2005 2013 S 300 L,Mercedes-Benz
Bangalore,2015,66000,Diesel,Manual,First,25.44,936,5,2.35,Beat Diesel LS,Chevrolet
Coimbatore,2017,36154,Diesel,Manual,Second,25.83,1498,5,6.41,Figo 2015-2019 1.5D Titanium MT,Ford
Ahmedabad,2012,34000,Petrol,Manual,First,17.4,1497,5,5.75,City i-VTEC VX,Honda
Chennai,2016,60000,Diesel,Automatic,Second,17.9,2143,5,17.55,GLA Class 200 CDI SPORT,Mercedes-Benz
Jaipur,2015,32000,Diesel,Manual,First,21.38,1396,5,10.25,Creta 1.4 CRDi S Plus,Hyundai
Kochi,2012,79985,Diesel,Manual,First,17.8,1399,5,3.16,Fiesta Classic 1.4 Duratorq CLXI,Ford
Bangalore,2014,37600,Diesel,Automatic,Second,16.55,1968,5,22.5,A4 2.0 TDI,Audi
Kochi,2015,31965,Petrol,Manual,First,19.81,1086,5,3.55,i10 Magna 1.1,Hyundai
Kochi,2010,70749,Petrol,Automatic,First,12.05,1995,5,9.86,3 Series 320i Sedan,BMW
Chennai,2013,38000,Diesel,Automatic,First,16.46,2993,5,45.0,7 Series 730Ld,BMW
Kochi,2017,41534,Petrol,Manual,First,17.01,1591,5,7.99,Verna 1.6 SX VTVT,Hyundai
Jaipur,2017,54455,Diesel,Automatic,First,22.0,1498,5,6.5,Ameo 1.5 TDI Comfortline AT,Volkswagen
Kolkata,2007,42000,Petrol,Manual,First,14.49,1399,5,0.75,Aveo 1.4 LS,Chevrolet
Coimbatore,2018,52073,Diesel,Manual,Second,18.3,1991,5,9.87,Cruze LTZ,Chevrolet
Kochi,2018,40175,Diesel,Manual,Second,22.54,1396,5,6.36,i20 1.4 Sportz,Hyundai
Mumbai,2017,16503,Petrol,Automatic,First,16.0,1497,7,9.5,BRV i-VTEC V CVT,Honda
Kochi,2017,15029,Petrol,Manual,First,19.1,1197,5,6.05,Xcent 1.2 Kappa SX,Hyundai
Hyderabad,2015,76362,Diesel,Manual,First,24.0,1120,5,5.5,Grand i10 CRDi Sportz,Hyundai
Kolkata,2007,18700,Petrol,Manual,Second,19.7,796,5,1.25,Alto LXi,Maruti
Coimbatore,2015,67585,Diesel,Manual,First,12.99,2494,7,11.99,Innova 2.5 VX (Diesel) 7 Seater,Toyota
Mumbai,2010,57000,Petrol,Automatic,Second,16.95,1197,5,2.5,i10 Sportz 1.2 AT,Hyundai
Kochi,2019,22321,Petrol,Automatic,First,18.0,1497,5,11.66,City i-VTEC CVT V,Honda
Jaipur,1998,95150,Petrol,Manual,Third,17.3,993,5,0.53,Zen LX,Maruti
Kolkata,2015,36428,Petrol,Manual,First,20.51,998,5,3.1,Wagon R LXI BS IV,Maruti
Hyderabad,2012,73500,Diesel,Manual,Second,20.0,1399,5,2.6,Figo Diesel Titanium,Ford
Kochi,2015,47234,Petrol,Manual,First,18.0,1198,5,5.09,Amaze S i-Vtech,Honda
Hyderabad,2008,62364,Petrol,Manual,First,13.2,1495,5,2.3,Accent GLE,Hyundai
Pune,2012,89000,Diesel,Manual,First,22.32,1582,5,6.0,Verna 1.6 SX CRDi (O),Hyundai
Ahmedabad,2013,58653,Diesel,Manual,First,25.2,1248,5,4.4,Swift ZDi,Maruti
Delhi,2013,30000,Petrol,Automatic,Second,14.8,1595,5,11.0,B Class B180,Mercedes-Benz
Coimbatore,2014,64042,Diesel,Manual,First,17.3,1998,5,5.7,Cruze LTZ,Chevrolet
Chennai,2013,120000,Diesel,Automatic,First,20.0,1968,5,6.95,Laura Ambiente 2.0 TDI CR AT,Skoda
Hyderabad,2014,90000,Diesel,Manual,First,12.05,2179,8,7.9,Scorpio VLX 2WD BSIV,Mahindra
Kochi,2018,30733,Diesel,Automatic,First,20.68,1995,5,29.3,X1 xDrive 20d xLine,BMW
Kolkata,2009,43600,Petrol,Automatic,First,10.93,3498,5,10.24,E-Class 2009-2013 E350 Petrol,Mercedes-Benz
Pune,2010,71473,Petrol,Automatic,Second,13.7,1798,5,5.35,Superb Elegance 1.8 TSI AT,Skoda
Mumbai,2014,39000,Petrol,Automatic,Second,16.5,1198,5,3.49,Brio VX AT,Honda
Hyderabad,2009,84045,Petrol,Manual,First,20.36,1197,5,2.85,i10 Magna 1.2,Hyundai
Mumbai,2014,57004,Petrol,Manual,First,17.4,1497,5,5.35,City i VTEC SV,Honda
Coimbatore,2012,75464,Petrol,Manual,First,15.6,1196,5,3.62,Figo Petrol ZXI,Ford
Hyderabad,2006,142000,Diesel,Manual,First,12.8,2494,7,6.25,Innova 2.5 G4 Diesel 7-seater,Toyota
Kochi,2012,118683,Diesel,Manual,Second,21.0,1461,5,3.19,Verito 1.5 D6 BSIV,Mahindra
Delhi,2018,42000,Petrol,Manual,First,18.15,1198,6,5.5,KUV 100 G80 K8 Dual Tone,Mahindra
Kochi,2019,12800,Petrol,Manual,First,18.6,1197,5,7.67,i20 Sportz Option 1.2,Hyundai
Jaipur,2011,80000,Petrol,Manual,First,12.0,2092,7,5.5,New Safari EX 4x2,Tata
Hyderabad,2014,76126,Diesel,Manual,First,19.3,1248,5,6.6,Swift Dzire VDi,Maruti
Pune,2013,85000,Diesel,Automatic,First,17.68,1968,5,21.0,A6 2011-2015 2.0 TDI Premium Plus,Audi
Jaipur,2017,27000,Petrol,Manual,First,21.4,1197,5,4.5,Baleno Delta 1.2,Maruti
Coimbatore,2016,45794,Diesel,Automatic,First,13.01,2199,7,20.67,Santa Fe 4WD AT,Hyundai
Hyderabad,2013,57352,Diesel,Automatic,First,14.39,1998,5,6.5,Cruze LTZ AT,Chevrolet
Coimbatore,2018,41467,Diesel,Automatic,First,15.0,2143,5,37.98,E-Class 2015-2017 E250 Edition E,Mercedes-Benz
Mumbai,2009,42000,Petrol,Manual,First,17.92,1086,5,1.45,Santro Xing GLS,Hyundai
Hyderabad,2015,67048,Diesel,Manual,First,28.09,1248,5,7.9,Ciaz VDi Plus SHVS,Maruti
Kochi,2018,11732,Petrol,Manual,First,17.4,1497,5,10.07,City i-VTEC V,Honda
Mumbai,2016,37000,Diesel,Manual,First,20.45,1461,5,6.5,Terrano XL Plus ICC WT20 SE,Nissan
Hyderabad,2015,30000,Diesel,Automatic,First,18.88,1995,5,22.0,3 Series 320d Prestige,BMW
Hyderabad,2016,53000,Diesel,Manual,First,26.0,1498,5,9.75,City i DTEC V,Honda
Jaipur,2014,60000,Diesel,Manual,First,20.45,1461,5,6.0,Terrano XL Plus 85 PS,Nissan
Delhi,2014,65000,Diesel,Manual,First,24.0,1120,5,3.99,Grand i10 CRDi Sportz,Hyundai
Ahmedabad,2008,51000,Petrol,Manual,First,17.0,1086,5,1.75,Santro Xing XL eRLX Euro III,Hyundai
Delhi,2015,92000,Diesel,Automatic,First,12.55,2982,7,19.75,Fortuner 4x2 AT,Toyota
Kolkata,2017,31000,Diesel,Manual,First,13.68,2393,7,16.95,Innova Crysta 2.4 VX MT,Toyota
Chennai,2017,43917,Petrol,Manual,First,21.4,1197,5,6.8,Baleno Zeta 1.2,Maruti
Kolkata,2007,46707,Petrol,Manual,First,17.0,1086,5,0.99,Santro Xing XL eRLX Euro III,Hyundai
Pune,2013,84000,Petrol,Manual,First,19.81,1086,5,2.95,i10 Sportz 1.1L,Hyundai
Coimbatore,2015,55662,Diesel,Automatic,First,12.07,2967,7,42.83,Q7 3.0 TDI Quattro Premium Plus,Audi
Hyderabad,2014,51000,Diesel,Automatic,First,27.03,1969,5,21.5,S60 D4 Momentum,Volvo
Jaipur,2015,24398,Petrol,Manual,First,17.8,1497,5,7.9,City i VTEC V,Honda
Hyderabad,2011,78000,Petrol,Manual,Second,20.92,998,5,2.3,Alto K10 2010-2014 VXI,Maruti
Delhi,2012,40315,Petrol,Manual,First,18.5,1198,5,2.75,Brio 1.2 S Option MT,Honda
Jaipur,2011,83000,Diesel,Manual,First,12.05,2179,8,6.71,Scorpio VLX 2WD AIRBAG BSIV,Mahindra
Kochi,2017,58151,Diesel,Automatic,First,19.6,1461,5,9.6,Duster 110PS Diesel RxL AMT,Renault
Kochi,2017,30519,Diesel,Manual,First,19.67,1582,5,12.81,Creta 1.6 CRDi SX,Hyundai
Coimbatore,2019,20712,Petrol,Manual,First,23.84,1199,5,6.94,Tiago 1.2 Revotron XZ,Tata
Mumbai,2015,48000,Diesel,Manual,First,16.0,2179,7,9.45,XUV500 W6 2WD,Mahindra
Hyderabad,2015,85000,Diesel,Manual,First,20.34,1498,5,6.0,Vento 1.5 TDI Highline,Volkswagen
Delhi,2013,32000,Petrol,Automatic,First,14.8,1595,5,11.0,B Class B180,Mercedes-Benz
Delhi,2011,52000,Petrol,Manual,First,15.5,1586,5,2.6,SX4 Vxi BSIV,Maruti
Hyderabad,2007,58307,Petrol,Manual,First,15.3,1341,5,1.95,Getz GLE,Hyundai
Mumbai,2013,30000,Diesel,Automatic,First,17.54,2993,4,45.0,6 Series Gran Coupe,BMW
Chennai,2014,40000,Diesel,Automatic,First,17.11,1968,5,22.0,A4 2.0 TDI 177 Bhp Premium Plus,Audi
Kolkata,2015,36000,Petrol,Manual,First,18.6,1197,5,4.9,i20 Asta Option 1.2,Hyundai
Kochi,2015,58817,Diesel,Manual,First,19.87,1461,5,6.25,Terrano XL D Option,Nissan
Chennai,2013,55000,Diesel,Manual,Second,20.54,1598,5,6.1,Vento Konekt Diesel Highline,Volkswagen
Mumbai,2011,39000,Petrol,Manual,First,20.36,1197,5,2.6,i10 Sportz,Hyundai
Hyderabad,2012,35000,Diesel,Automatic,First,14.74,2993,5,29.0,XF 3.0 Litre S Premium Luxury,Jaguar
Pune,2010,49900,Petrol,Manual,Second,17.5,1298,5,3.3,Swift Dzire VXi,Maruti
Hyderabad,2013,99500,Diesel,Manual,Second,22.3,1248,5,3.05,Indica Vista Quadrajet VX,Tata
Kolkata,2012,33249,Diesel,Manual,First,21.27,1396,5,3.25,i20 Asta 1.4 CRDi,Hyundai
Delhi,2014,52000,Petrol,Manual,First,19.1,1197,5,3.75,Xcent 1.2 Kappa S Option,Hyundai
Mumbai,2015,45000,Diesel,Manual,First,12.99,2494,7,13.25,Innova 2.5 VX (Diesel) 7 Seater,Toyota
Hyderabad,2017,22000,Petrol,Manual,First,23.84,1199,5,4.8,Tiago 1.2 Revotron XZ,Tata
Kochi,2019,7858,Petrol,Manual,First,25.17,799,5,3.8,KWID RXL,Renault
Pune,2011,112000,Diesel,Manual,First,12.8,2494,7,8.5,Innova 2.5 V Diesel 7-seater,Toyota
Coimbatore,2016,41082,Diesel,Automatic,First,13.0,2143,5,38.76,E-Class 2015-2017 E250 CDI Avantgarde,Mercedes-Benz
Ahmedabad,2009,72000,Petrol,Automatic,First,16.8,1497,5,3.2,City 1.5 S AT,Honda
Hyderabad,2011,84912,Petrol,Manual,First,20.36,1197,5,3.5,i10 Sportz 1.2,Hyundai
Pune,2015,70000,Diesel,Manual,First,19.67,1582,5,12.25,Creta 1.6 CRDi SX Option,Hyundai
Mumbai,2014,21000,Petrol,Manual,First,19.5,1199,5,4.75,Amaze VX Petrol,Honda
Delhi,2016,27000,Petrol,Manual,First,18.78,999,5,4.5,Polo 1.2 MPI Trendline,Volkswagen
Kolkata,2012,29000,Petrol,Manual,First,20.36,1197,5,2.35,i10 Magna 1.2,Hyundai
Hyderabad,2014,48425,Diesel,Manual,First,23.08,1461,5,3.4,Pulse RxL,Renault
Pune,2016,19000,Diesel,Automatic,First,21.5,1498,5,10.0,Vento 1.5 TDI Highline AT,Volkswagen
Hyderabad,2012,210000,Diesel,Manual,First,12.99,2494,7,9.0,Innova 2.5 VX (Diesel) 7 Seater BS IV,Toyota
Delhi,2013,64000,Petrol,Manual,Second,14.53,1798,5,5.2,Corolla Altis G,Toyota
Chennai,2006,200000,Diesel,Manual,Second,16.8,1493,5,1.85,Verna CRDi,Hyundai
Chennai,2013,100000,Diesel,Automatic,Second,11.3,2987,7,38.0,GL-Class 350 CDI Blue Efficiency,Mercedes-Benz
Kochi,2013,69140,Diesel,Manual,First,20.46,1461,5,5.11,Duster 85PS Diesel RxL Optional,Renault
Coimbatore,2019,21214,Petrol,Manual,First,15.41,1598,5,9.66,Rapid 1.6 MPI Ambition,Skoda
Kolkata,2015,28000,Petrol,Manual,First,20.36,1197,5,3.4,i10 Sportz 1.2,Hyundai
Kochi,2017,29085,Petrol,Manual,First,18.15,1198,6,5.84,KUV 100 mFALCON G80 K8,Mahindra
Kolkata,2016,30000,Petrol,Automatic,First,23.1,998,5,3.8,Celerio VXI AMT,Maruti
Mumbai,2012,32910,Petrol,Automatic,First,16.98,998,5,2.5,A-Star AT VXI,Maruti
Kolkata,2015,30000,Diesel,Manual,First,25.1,1498,5,6.95,City i DTEC VX,Honda
Pune,2010,35102,Petrol,Automatic,First,12.6,1798,5,5.5,Superb 1.8 TSI,Skoda
Coimbatore,2017,22831,Petrol,Manual,First,18.9,1197,5,6.19,Grand i10 Sportz,Hyundai
Hyderabad,2013,74911,Diesel,Manual,First,20.45,1461,5,6.0,Duster 85PS Diesel RxL,Renault
Pune,2015,21000,Petrol,Manual,First,18.9,1197,5,3.75,Grand i10 Magna,Hyundai
Kochi,2018,37160,Diesel,Manual,First,22.77,1498,5,9.46,EcoSport 1.5 TDCi Titanium,Ford
Jaipur,2011,41000,Petrol,Manual,Second,16.95,1498,5,3.0,Sunny 2011-2014 XL,Nissan
Chennai,2016,37294,Diesel,Manual,First,25.83,1498,5,5.75,Figo Aspire 1.5 TDCi Titanium,Ford
Coimbatore,2009,56927,Petrol,Manual,First,13.5,1799,5,4.41,Civic 2006-2010 1.8 V MT,Honda
Kochi,2017,21954,Petrol,Manual,First,25.17,799,5,3.7,KWID RXT Optional,Renault
Kolkata,2014,50000,Petrol,Manual,Second,19.4,1198,5,2.5,Brio EX MT,Honda
Coimbatore,2012,78212,Petrol,Manual,First,16.1,1298,5,5.35,Swift ZXI ABS,Maruti
Delhi,2013,64500,Diesel,Manual,First,21.9,1396,5,3.65,i20 Magna Optional 1.4 CRDi,Hyundai
Delhi,2014,51000,Diesel,Automatic,First,17.2,1968,5,13.0,Superb Elegance 2.0 TDI CR AT,Skoda
Delhi,2012,52000,Petrol,Manual,First,18.9,998,5,2.45,Wagon R LXI BSII,Maruti
Mumbai,2015,120000,Diesel,Automatic,First,21.21,1498,5,5.75,Vento 1.5 TDI Highline AT,Volkswagen
Coimbatore,2017,65792,Diesel,Manual,First,26.0,1498,5,8.11,City i DTEC S,Honda
Ahmedabad,2018,30000,Diesel,Manual,First,22.54,1396,5,7.75,i20 1.4 Sportz,Hyundai
Coimbatore,2017,54387,Petrol,Automatic,First,19.15,1198,5,5.85,Micra XV CVT,Nissan
Mumbai,2018,1617,Petrol,Manual,First,25.17,799,5,4.29,KWID RXT Optional,Renault
Hyderabad,2015,82000,Diesel,Manual,First,25.6,1498,5,8.0,City i-DTEC SV,Honda
Mumbai,2017,20000,Diesel,Manual,First,13.68,2393,8,16.5,Innova Crysta 2.4 G MT 8S,Toyota
Jaipur,2015,98000,Diesel,Manual,First,27.39,1248,5,5.5,Baleno Alpha 1.3,Maruti
Delhi,2015,57000,Diesel,Manual,First,22.77,1498,5,6.35,EcoSport 1.5 TDCi Trend,Ford
Jaipur,2013,250000,Diesel,Manual,Second,12.99,2494,8,7.9,Innova 2.5 G (Diesel) 8 Seater,Toyota
Hyderabad,2014,56549,Diesel,Manual,First,22.7,1498,5,7.2,Ecosport 1.5 DV5 MT Ambiente,Ford
Bangalore,2012,78500,Diesel,Manual,First,22.07,1199,5,3.65,Polo Diesel Comfortline 1.2L,Volkswagen
Kochi,2016,55036,Diesel,Manual,First,22.54,1396,5,6.35,i20 Sportz 1.4 CRDi,Hyundai
Pune,2016,55000,Diesel,Manual,First,19.87,1461,5,7.8,Duster 85PS Diesel RxL Explore,Renault
Chennai,2007,90000,Petrol,Manual,Second,13.8,1299,5,1.4,Ikon 1.3 Flair,Ford
Chennai,2007,155000,Diesel,Manual,First,13.1,2499,7,5.5,Endeavour XLT TDCi 4X2,Ford
Hyderabad,2018,17810,Diesel,Manual,First,27.39,1248,5,8.5,Baleno Delta 1.3,Maruti
Kochi,2011,42408,Diesel,Automatic,First,14.84,2143,5,10.48,New C-Class C 220 CDI Elegance AT,Mercedes-Benz
Ahmedabad,2005,81000,Petrol,Manual,Second,15.9,1298,5,0.75,Esteem Vxi - BSIII,Maruti
Pune,2008,52000,Petrol,Manual,Second,12.85,1396,5,1.3,Indigo XL Grand Petrol,Tata
Mumbai,2013,35000,Diesel,Automatic,First,16.73,2993,5,21.0,5 Series 525d Sedan,BMW
Delhi,2013,60000,Petrol,Manual,First,17.92,1086,5,2.3,Santro Xing GL Plus,Hyundai
Mumbai,2015,27000,Diesel,Automatic,First,19.5,1968,5,14.95,Octavia 2.0 TDI AT Style Plus,Skoda
Coimbatore,2017,55975,Diesel,Automatic,Second,17.68,1968,5,35.92,A6 2011-2015 35 TDI Technology,Audi
Pune,2016,115000,Diesel,Manual,First,25.83,1498,5,4.5,Figo 1.5D Trend MT,Ford
Hyderabad,2016,132000,Diesel,Manual,First,14.95,2489,7,5.5,Xylo D4 BS III,Mahindra
Mumbai,2015,40337,Petrol,Automatic,First,23.1,998,5,4.45,Celerio ZXI AT,Maruti
Chennai,2008,192000,Diesel,Manual,First,12.8,2494,8,6.85,Innova 2.5 G4 Diesel 8-seater,Toyota
Bangalore,2016,50000,Diesel,Manual,First,24.0,1120,5,5.5,Grand i10 CRDi Asta,Hyundai
Kochi,2016,28147,Petrol,Manual,First,18.9,1197,5,5.07,Grand i10 1.2 Kappa Sportz,Hyundai
Mumbai,2015,20000,Petrol,Manual,First,18.9,1197,5,3.85,Grand i10 Sportz,Hyundai
Chennai,2016,11000,Petrol,Manual,First,18.6,1197,5,7.95,Elite i20 Petrol Asta,Hyundai
Jaipur,2009,63000,Petrol,Manual,Second,18.2,998,5,1.25,Zen Estilo LXI BSIII,Maruti
Kochi,2014,36967,Petrol,Manual,First,20.92,998,5,3.64,Alto K10 2010-2014 VXI,Maruti
Jaipur,2016,73053,Diesel,Manual,First,13.0,2982,7,20.0,Fortuner 4x2 Manual,Toyota
Coimbatore,2019,16392,Diesel,Manual,First,16.55,2498,6,10.36,Thar CRDe AC,Mahindra
Chennai,2007,79000,Petrol,Manual,First,17.0,1086,5,1.85,Santro Xing XO,Hyundai
Jaipur,2013,67000,Petrol,Manual,Second,16.78,1496,5,4.05,Etios G,Toyota
